round,timestamp,timesteps,source,val_sharpe,val_mdd_pct,val_cagr_pct,val_constraints_met,backtest_sharpe,backtest_mdd_pct,backtest_return_pct,backtest_cagr_pct,backtest_trade_count,backtest_constraints_met,notes
1,2026-07-12 07:19:04,50000,trained,1.548,-9.33,30.83,True,0.634,-24.97,29.24,19.37,97,False,F34-P2.5 50k seed42 rita_ddqn_v2_ixic_f34p25
