Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover (₹ Cr)
24-OCT-2001,992.95,1000.95,987.4,991.2,59400439,1438.21
23-OCT-2001,976.75,994.15,976.55,993.2,51827720,1214.46
22-OCT-2001,980.05,994.15,973.2,976.4,44249199,1133.27
19-OCT-2001,972.2,981,970.85,976.65,38879800,1068.08
18-OCT-2001,984.2,984.5,969.35,972.05,42709459,992.93
17-OCT-2001,971.95,989.05,971.95,986.25,53218059,1337.74
16-OCT-2001,963.4,973.25,962.5,971.25,47172702,1164.45
15-OCT-2001,963.65,966.15,954.35,963.4,43543056,1046.06
12-OCT-2001,958.4,969.9,956.85,960.4,55195833,1399.07
11-OCT-2001,940.45,959.75,940.45,954.9,49847301,1235.83
10-OCT-2001,915.5,942.8,912.9,940.35,53379009,1257.19
09-OCT-2001,903,914.3,902.55,912.7,36541512,842.33
08-OCT-2001,911.2,913.05,884.65,901.95,36382088,962.61
05-OCT-2001,911.6,919.75,903.05,914.6,38678056,972.2
04-OCT-2001,899.65,914.25,899.65,911.65,47793023,1076.27
03-OCT-2001,910.05,915.05,896.25,899.65,40480562,840.36
01-OCT-2001,914.65,919.2,905.5,910.1,49595909,1034.73
28-SEP-2001,891.75,922.55,891,913.85,63992439,1300.42
27-SEP-2001,873.15,893.05,868.3,890,51712403,1122.77
26-SEP-2001,861.35,877,859.2,873.7,52833284,1116.82
25-SEP-2001,869.15,893.35,858.85,861.4,54353301,1168.24
24-SEP-2001,853,878.6,853,869.05,48761034,1030.18
21-SEP-2001,903.75,903.75,849.95,854.2,47900433,967.98
20-SEP-2001,910.2,910.35,873.7,898.8,55774749,1152.11
19-SEP-2001,899.7,915,899.7,912.2,52494122,1119.24
18-SEP-2001,872.15,910.35,868.5,900.2,71872529,1711.94
17-SEP-2001,916.15,916.15,861.05,872.25,46030271,1058.29
14-SEP-2001,972.05,974.5,902.7,919.7,49968104,1367.57
13-SEP-2001,982.2,993.05,969,971.7,41790832,1307.87
12-SEP-2001,1023.25,1023.25,957.95,982.2,34980485,1086.01
11-SEP-2001,1033.35,1037.45,1020.7,1023.4,36494424,1169.99
10-SEP-2001,1035,1045.3,1031.45,1033.4,36055527,1179.32
07-SEP-2001,1036.35,1037.35,1026.45,1035.2,49214540,1523.8
06-SEP-2001,1047.7,1048.2,1033.4,1036.1,47387436,1468.91
05-SEP-2001,1047.25,1051.55,1043.3,1045,35505602,1357.6
04-SEP-2001,1048.2,1053.25,1043.3,1048.2,39738793,1166.58
03-SEP-2001,1054.65,1059.9,1046.35,1048.05,29925067,910.1
31-AUG-2001,1064.1,1064.1,1051.75,1053.75,34365231,991.32
30-AUG-2001,1068.3,1070.25,1061.9,1064.15,38781188,1007.65
29-AUG-2001,1070.55,1074.5,1066.45,1067.45,28191743,890.26
28-AUG-2001,1072.35,1076.85,1069.6,1070.65,31745448,914.76
27-AUG-2001,1064.05,1078.35,1064.05,1072.55,35798530,995.64
24-AUG-2001,1071.5,1076.7,1064.9,1069.15,42200669,987.93
23-AUG-2001,1068.7,1079,1065.7,1071.5,29660741,781.45
21-AUG-2001,1063.65,1071.2,1062.3,1068.7,34638057,819.92
20-AUG-2001,1062.5,1067.95,1061,1063.75,30726001,737.19
17-AUG-2001,1079,1084,1067.6,1069.2,51086895,1062.05
16-AUG-2001,1075.2,1083.7,1072.95,1078.95,48317102,1076.1
14-AUG-2001,1063.05,1076.6,1062.2,1075.5,42862979,1041.96
13-AUG-2001,1070.95,1081.4,1061.05,1063,21608532,560.72
10-AUG-2001,1070.65,1076.7,1069.05,1071.15,25904867,589.35
09-AUG-2001,1068.1,1072.6,1061.4,1070.65,26832655,653.17
08-AUG-2001,1071.75,1072.1,1059.55,1068,28799186,753.16
07-AUG-2001,1074.35,1079.3,1070.2,1072.1,26869345,622.5
06-AUG-2001,1074.2,1082.4,1072.55,1075.25,37036989,792.26
03-AUG-2001,1066.4,1077.55,1066.2,1074.6,43832220,1090.03
02-AUG-2001,1064.25,1070.05,1059.55,1066,43294501,986.3
01-AUG-2001,1073,1077.7,1059.75,1063.15,53427200,1210.4
31-JUL-2001,1061.45,1076.35,1053.6,1072.85,34607069,813.54
30-JUL-2001,1051.45,1062.8,1050.9,1061.45,26457025,638.35
27-JUL-2001,1053.2,1061.2,1046.9,1051.7,28239132,797.78
26-JUL-2001,1063.9,1066.55,1050.15,1053.4,32443885,992.93
25-JUL-2001,1072.45,1073.95,1062.15,1064.2,27922213,757.85
24-JUL-2001,1065.95,1074.75,1064.5,1072.55,22139911,656.83
23-JUL-2001,1076.15,1076.15,1063.4,1070.65,1394931,40.12
20-JUL-2001,1085.95,1089.95,1072.75,1077.7,28964869,1027.2
19-JUL-2001,1091.35,1091.35,1079.55,1085.9,29236416,980.76
18-JUL-2001,1103.1,1108.45,1088.1,1091.95,26611850,853.04
17-JUL-2001,1103.55,1106.05,1092.5,1103.1,23685095,802.97
16-JUL-2001,1110.35,1116.7,1102.45,1105.55,28105463,871.5
13-JUL-2001,1105.7,1127.15,1103.3,1110.45,39255312,1241.43
12-JUL-2001,1083.8,1109,1083.8,1105.5,37170474,1106.05
11-JUL-2001,1072.15,1088.5,1068.35,1083.65,24685120,895.22
10-JUL-2001,1059.95,1078.1,1059.25,1072.05,21876937,728.3
09-JUL-2001,1064.8,1064.8,1052.1,1059.5,18018743,554.89
06-JUL-2001,1069.15,1069.15,1059.6,1065.1,23382015,748.98
05-JUL-2001,1068.35,1079.35,1066.95,1069.75,27267379,661
04-JUL-2001,1068.05,1074.6,1062.2,1067.95,26706623,778.96
03-JUL-2001,1097.4,1097.4,1066.05,1069.8,30622828,878.07
02-JUL-2001,1108.35,1119.55,1097.95,1100.75,18076084,496.49
29-JUN-2001,1094.05,1114.35,1091.05,1107.9,39500902,1158.05
28-JUN-2001,1095.85,1101,1090.2,1094,31053307,909.99
27-JUN-2001,1096.6,1102.8,1086.75,1096.1,46770073,1311.87
26-JUN-2001,1066.4,1099.8,1060.05,1096.6,50432531,1435.58
25-JUN-2001,1087.1,1087.1,1064.4,1067,39750113,1069.36
22-JUN-2001,1095.85,1097.8,1081.3,1087.65,37679782,958.3
21-JUN-2001,1097.9,1102.45,1090.25,1095.2,37933371,1057.13
20-JUN-2001,1096.35,1100.55,1084.7,1097.6,31013783,855.29
19-JUN-2001,1078.25,1099.7,1075.45,1096.65,37831986,1087.34
18-JUN-2001,1087.75,1087.75,1064.4,1078.3,42081822,1184.03
15-JUN-2001,1112.7,1112.7,1084.2,1087.75,45840395,1458.47
14-JUN-2001,1128.95,1128.95,1110.15,1112.75,40353911,1197.48
13-JUN-2001,1127.1,1132.95,1126.9,1129,32960264,958.25
12-JUN-2001,1131.05,1133.3,1121.8,1127.15,39272103,1116.51
11-JUN-2001,1126.55,1134.8,1122.35,1131.1,35437940,1076.12
08-JUN-2001,1112.45,1128.9,1112.45,1126.6,47213483,1271.25
07-JUN-2001,1115.05,1116.1,1095.45,1112.35,43845499,1230.26
06-JUN-2001,1117.5,1132.95,1114,1115.7,34916039,936.19
05-JUN-2001,1127.15,1130.65,1106.8,1115.6,44902352,1243.75
04-JUN-2001,1148,1154.45,1125.35,1127.2,39210374,1034.54
01-JUN-2001,1168.1,1175.8,1146.9,1148.05,45591808,1218.63
31-MAY-2001,1177.5,1177.5,1154.9,1167.9,51326602,1396.92
30-MAY-2001,1199.5,1207,1173.75,1177.55,53458645,1563.28
29-MAY-2001,1193.25,1202.05,1193.25,1198.45,44863947,1179.54
28-MAY-2001,1174.95,1194.5,1174.45,1193.2,45583971,1242.39
25-MAY-2001,1181.95,1188.5,1171.35,1174.9,44045491,1251.16
24-MAY-2001,1179.1,1190.15,1177.55,1181.85,49236107,1441.5
23-MAY-2001,1168.25,1181.8,1167,1179.1,40537706,1273.18
22-MAY-2001,1169.5,1176.2,1165.65,1168.1,37282910,995.49
21-MAY-2001,1172.95,1182.65,1166.7,1169.45,43127114,988.83
18-MAY-2001,1175,1187.65,1169.2,1172.8,53432585,1343.77
17-MAY-2001,1151.2,1179,1150.6,1174.95,62568541,1498.08
16-MAY-2001,1147.1,1163.15,1146.05,1151.15,48486563,1161.42
15-MAY-2001,1140.75,1147.75,1096.25,1145.3,45135447,1168.05
14-MAY-2001,1140.45,1146.25,1134.05,1140.8,32675541,846.02
11-MAY-2001,1144.1,1146.85,1136.9,1140.5,42033729,1001.02
10-MAY-2001,1149.1,1151.6,1139.25,1144.95,37684921,1116.98
09-MAY-2001,1149.9,1164.3,1145.25,1149.25,55608670,1460.92
08-MAY-2001,1139.25,1151.95,1138.2,1148.95,43301789,1119.47
07-MAY-2001,1130.05,1145.4,1130.05,1139.2,35261515,933.42
04-MAY-2001,1121.45,1131.95,1113.65,1130.05,42006775,1056.54
03-MAY-2001,1137.15,1139.85,1117.7,1122.05,35696448,1015.24
02-MAY-2001,1125.45,1150.65,1125.25,1137.2,43257145,1209.72
30-APR-2001,1101.45,1127.9,1101.45,1125.25,42750822,998.7
27-APR-2001,1143.65,1143.65,1078.1,1101.3,56498863,1255.92
26-APR-2001,1155.4,1170.2,1138.85,1143.75,55932790,1172.46
25-APR-2001,1146.5,1162.85,1142.3,1155.35,52927065,1273.51
24-APR-2001,1149.6,1149.6,1128.4,1146.3,42006905,1061.69
23-APR-2001,1144.05,1162.05,1137.3,1149.75,48547640,1202.06
20-APR-2001,1145.75,1156.45,1120.6,1144,49354917,1411.68
19-APR-2001,1103.6,1159.3,1103.6,1144.45,70684003,1950.61
18-APR-2001,1066.5,1106.3,1063.05,1103.4,55976491,1344.85
17-APR-2001,1044.85,1072.9,1037.7,1067,50797893,1139.45
16-APR-2001,1024,1049.4,1000.1,1044.6,44790803,981.33
12-APR-2001,1066.75,1066.75,1001.8,1024.9,47079193,1273.94
11-APR-2001,1104.9,1116.85,1056.1,1066.8,39177495,1109.84
10-APR-2001,1129.1,1129.75,1093.05,1103.05,35199275,999.09
09-APR-2001,1137.6,1138.55,1116.1,1128.35,28396434,746.64
06-APR-2001,1137.55,1171.85,1133.05,1139.6,36171484,996.96
04-APR-2001,1146.1,1146.15,1120.35,1136.65,27091152,681.11
03-APR-2001,1136.65,1153.1,1128.1,1149.25,29797348,796.52
02-APR-2001,1148.1,1148.1,1094.35,1138.1,40163288,1053.6
30-MAR-2001,1195.05,1195.25,1144.65,1148.2,33959470,923.17
29-MAR-2001,1204.9,1210.1,1185,1195.1,31581037,975.78
28-MAR-2001,1177.55,1209.6,1177.55,1206.2,31734710,990.27
27-MAR-2001,1161.6,1182.7,1157.25,1177.75,34348645,1088.95
26-MAR-2001,1159.85,1165.65,1147.5,1161.5,22757464,661.75
23-MAR-2001,1187.6,1196.55,1139.65,1161.3,35578430,1023.14
22-MAR-2001,1206.45,1218.35,1184.95,1187.55,33692351,873.61
21-MAR-2001,1168.8,1212.2,1156.15,1207.1,30172182,879.1
20-MAR-2001,1186.8,1193.35,1162.35,1170.95,29316504,760.99
19-MAR-2001,1192.85,1201.7,1173.15,1186.7,29195967,829.16
16-MAR-2001,1216.9,1233.4,1179.6,1193.55,51146372,1275.81
15-MAR-2001,1191.6,1219.7,1170.7,1217.15,47034759,1143.24
14-MAR-2001,1125.15,1200.25,1114.6,1194.2,42822737,1020.5
13-MAR-2001,1197.85,1201.15,1098.75,1124.7,69137496,1577
12-MAR-2001,1253.25,1253.25,1193.95,1197.95,54093815,1272.03
09-MAR-2001,1292.7,1292.7,1219.35,1254.75,60117766,1460.2
08-MAR-2001,1290.85,1307.95,1279.3,1292.85,60218168,1680.91
07-MAR-2001,1272.8,1311.1,1249.45,1290.5,104381701,2866.47
05-MAR-2001,1304.85,1316.45,1259.1,1271.45,121535287,3470.85
02-MAR-2001,1360.25,1386.75,1301.8,1306.35,124763272,3689.81
01-MAR-2001,1351.75,1399.55,1345.05,1358.05,136400622,4332.02
28-FEB-2001,1295.3,1362.25,1294.6,1351.4,150441998,4615.87
27-FEB-2001,1312.45,1324,1281.9,1295.55,106024966,3048.46
26-FEB-2001,1320.9,1325.2,1299.05,1312.4,86950781,2502.12
23-FEB-2001,1355.1,1362.8,1314.1,1320.45,109210345,3157.89
22-FEB-2001,1370.05,1370.05,1335.65,1355.1,100049959,3316.2
21-FEB-2001,1383.9,1389.55,1364.25,1370.1,101078364,3407.27
20-FEB-2001,1384.85,1392.8,1380.4,1383.85,100052290,2751.01
19-FEB-2001,1381.4,1392.05,1369.45,1384.8,78672846,2424.58
16-FEB-2001,1415.85,1422.95,1376.15,1381.35,113023358,3447.26
15-FEB-2001,1393.35,1421,1393.35,1416.7,104604788,3232.2
14-FEB-2001,1393.15,1396.35,1380.65,1393.35,82940179,2350.77
13-FEB-2001,1402.2,1412.7,1386.65,1391.2,101737939,2934.5
12-FEB-2001,1405.7,1416.45,1397.6,1402.2,93541589,2633.92
09-FEB-2001,1395.55,1416.3,1395.55,1405.7,145053047,4035.82
08-FEB-2001,1370.65,1396.8,1365.05,1395.5,112780156,3337.81
07-FEB-2001,1387.3,1391.85,1368.05,1370.8,113028665,3314.96
06-FEB-2001,1382.7,1395.4,1382.7,1387.1,87855379,2481.57
05-FEB-2001,1378.8,1392.15,1373.45,1382.6,99313910,2861.32
02-FEB-2001,1359.1,1384.9,1355.3,1378.85,116258775,3694.61
01-FEB-2001,1371.5,1373.5,1340.95,1359.15,111146242,3461.96
31-JAN-2001,1385.85,1396.05,1369,1371.7,100053358,3146.87
30-JAN-2001,1342.1,1382.55,1342.05,1379.7,96518544,3091.38
29-JAN-2001,1368.55,1368.55,1312.1,1342.05,87201969,2558.29
25-JAN-2001,1366.05,1374.2,1353.5,1370.1,108877172,3144.28
24-JAN-2001,1355.35,1371.1,1355.35,1365.95,114566115,3539.69
23-JAN-2001,1347.95,1362.05,1346.5,1355.2,98006531,3194.53
22-JAN-2001,1329.3,1351.85,1329.3,1348,99483653,3431.75
19-JAN-2001,1306,1333.5,1306,1329.1,107078787,3884.88
18-JAN-2001,1297.95,1309.95,1297.95,1305.95,80942229,2877.32
17-JAN-2001,1299.4,1312.35,1295.3,1297.9,72314744,2505.48
16-JAN-2001,1287,1302.6,1279.85,1293.05,78828339,2446.32
15-JAN-2001,1286.85,1295.2,1277.85,1286.75,73889684,2987.34
12-JAN-2001,1280.45,1298.85,1279.4,1286.75,82041684,3175.14
11-JAN-2001,1287.5,1296.75,1275.95,1280.4,83103723,2868.47
10-JAN-2001,1311.65,1324.35,1285.3,1287.3,81319087,3241.99
09-JAN-2001,1309.2,1323.4,1304.9,1311.65,90810817,3351.6
08-JAN-2001,1327.35,1334.2,1303.35,1309.25,96096878,3651.15
05-JAN-2001,1307.55,1330.3,1306.25,1327.25,98830568,3639.04
04-JAN-2001,1291.3,1331.35,1291.3,1307.65,106441914,3483.97
03-JAN-2001,1271.8,1293.55,1263.95,1291.25,99079153,3065.46
02-JAN-2001,1254.25,1279.6,1248.55,1271.8,72271588,2396.31
01-JAN-2001,1263.5,1276.15,1250.65,1254.3,60533274,2054.04
