Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover (₹ Cr)
31-DEC-2012,5901.2,5919,5897.15,5905.1,64809641,3021.71
28-DEC-2012,5887.15,5915.75,5879.5,5908.35,89669021,3863.47
27-DEC-2012,5930.2,5930.8,5864.7,5870.1,139613235,5955.51
26-DEC-2012,5864.95,5917.3,5859.55,5905.6,83871326,3447.53
24-DEC-2012,5869,5871.9,5844.7,5855.75,85336999,3433.98
21-DEC-2012,5888,5888,5841.65,5847.7,141152911,5603.96
20-DEC-2012,5934.45,5937.6,5881.45,5916.4,123911218,5390.76
19-DEC-2012,5917.3,5939.4,5910.8,5929.6,149439204,6731.27
18-DEC-2012,5873.6,5905.8,5823.15,5896.8,148907334,6740.66
17-DEC-2012,5860.5,5886.05,5850.15,5857.9,109547002,4998.19
14-DEC-2012,5846.9,5886.1,5839.15,5879.6,115159830,5012.83
13-DEC-2012,5900.35,5907.45,5841.35,5851.5,136616335,5976.15
12-DEC-2012,5917.8,5924.6,5874.25,5888,132665649,6117.63
11-DEC-2012,5923.8,5965.15,5865.45,5898.8,137415161,6403.06
10-DEC-2012,5916.05,5919.95,5888.1,5908.9,95975757,4339.84
07-DEC-2012,5934,5949.85,5888.65,5907.4,127607078,5722.45
06-DEC-2012,5926.3,5942.55,5838.9,5930.9,140267080,5667.65
05-DEC-2012,5906.6,5917.8,5891.35,5900.5,139653957,5583.78
04-DEC-2012,5866.8,5894.95,5859,5889.25,131020191,4816.7
03-DEC-2012,5878.25,5899.15,5854.6,5870.95,113423350,4726.68
30-NOV-2012,5836,5885.25,5827.85,5879.85,257047977,10777.34
29-NOV-2012,5736.7,5833.5,5736.1,5825,207295475,9110.93
27-NOV-2012,5658.5,5733.2,5658,5727.45,134407735,5380.95
26-NOV-2012,5648.65,5649.2,5623.45,5635.9,79291426,3246.23
23-NOV-2012,5635.45,5637.75,5593.55,5626.6,85082220,3213.06
22-NOV-2012,5628.6,5643.35,5608,5627.75,94058612,3867.76
21-NOV-2012,5582.5,5620.2,5561.4,5614.8,105148728,4228.47
20-NOV-2012,5604.8,5613.7,5548.35,5571.55,107481297,4399.93
19-NOV-2012,5577.3,5592.75,5549.25,5571.4,106988015,4336.84
16-NOV-2012,5624.8,5650.15,5559.8,5574.05,121900570,4996.15
15-NOV-2012,5650.35,5651.65,5603.55,5631,133979470,5554.05
13-NOV-2012,5689.7,5698.25,5660.35,5666.95,16516842,680.72
12-NOV-2012,5688.45,5718.9,5665.75,5683.7,92702799,4082.62
09-NOV-2012,5731.1,5751.7,5677.75,5686.25,98763127,4833.64
08-NOV-2012,5709,5744.5,5693.95,5738.75,117590261,4883.9
07-NOV-2012,5718.6,5777.3,5711.4,5760.1,133740615,5242.18
06-NOV-2012,5694.1,5730.8,5693.65,5724.4,115018796,4677.92
05-NOV-2012,5693.05,5709.2,5679.5,5704.2,74829213,3236.08
02-NOV-2012,5696.35,5711.3,5682.55,5697.7,111162841,4924.33
01-NOV-2012,5609.85,5649.75,5601.95,5645.05,107393402,4633.11
31-OCT-2012,5596.75,5624.4,5583.05,5619.7,112075316,4918.55
30-OCT-2012,5656.35,5689.9,5589.9,5597.9,116678775,5550.86
29-OCT-2012,5665.2,5698.3,5645.1,5665.6,93555816,3953.86
26-OCT-2012,5683.55,5697.2,5641.75,5664.3,101663820,4718.97
25-OCT-2012,5688.8,5718.75,5685.7,5705.3,158343061,7359.34
23-OCT-2012,5715.65,5720.8,5681.45,5691.4,81501427,3803.5
22-OCT-2012,5667.6,5721.55,5658.05,5717.15,103372318,4994.75
19-OCT-2012,5703.3,5711.7,5660,5684.25,124262817,5410.95
18-OCT-2012,5675.3,5722.5,5650.55,5718.7,144097860,6264.78
17-OCT-2012,5681.1,5684.35,5633.9,5660.25,123974371,5259.46
16-OCT-2012,5705.6,5714,5635.6,5648,117415701,5043.3
15-OCT-2012,5674.25,5693.7,5651.05,5687.25,93693482,3962.97
12-OCT-2012,5681.7,5725,5659.35,5676.05,130076802,6475.3
11-OCT-2012,5663.5,5721.1,5636.95,5708.05,148283847,6542.71
10-OCT-2012,5671.15,5686.5,5647.05,5652.15,126294361,4564.39
09-OCT-2012,5708.15,5728.65,5677.9,5704.6,119300415,5047.01
08-OCT-2012,5751.85,5751.85,5666.2,5676,142319000,5853.56
05-OCT-2012,5815,5815.35,4888.2,5746.95,255569804,12995.8
04-OCT-2012,5751.55,5807.25,5751.35,5787.6,171404290,6954.74
03-OCT-2012,5727.7,5743.25,5715.8,5731.25,165037864,6654.02
01-OCT-2012,5704.75,5722.95,5694,5718.8,123138510,4798.17
28-SEP-2012,5684.8,5735.15,5683.45,5703.3,163660805,6948.17
27-SEP-2012,5673.75,5693.7,5639.7,5649.5,238991690,9368.11
26-SEP-2012,5653.4,5672.8,5638.65,5663.45,170771069,6754.98
25-SEP-2012,5674.9,5702.7,5652.45,5673.9,341387116,12551.6
24-SEP-2012,5691.95,5709.85,5662.75,5669.6,210419441,8380.56
21-SEP-2012,5577,5720,5575.45,5691.15,278023825,11101.32
20-SEP-2012,5536.95,5581.35,5534.9,5554.25,165684942,6768.88
18-SEP-2012,5602.4,5620.55,5586.45,5600.05,175488961,7272.63
17-SEP-2012,5631.75,5652.2,5585.15,5610,258912780,10924.57
14-SEP-2012,5528.35,5586.65,5526.95,5577.65,233783031,9263.53
13-SEP-2012,5435.2,5447.45,5421.85,5435.35,110774177,4199.37
12-SEP-2012,5404.45,5435.55,5393.95,5431,139920871,4885.71
11-SEP-2012,5336.1,5393.35,5332.1,5390,112878090,4081.42
10-SEP-2012,5361.9,5375.45,5349.1,5363.45,109607506,4183.01
08-SEP-2012,5343.65,5366.3,5343.45,5358.7,11221064,376.34
07-SEP-2012,5309.45,5347.15,5309.2,5342.1,149584722,5590.04
06-SEP-2012,5217.65,5260.6,5217.65,5238.4,134008569,4622.16
05-SEP-2012,5243.9,5259.5,5215.7,5225.7,126162071,4904.68
04-SEP-2012,5249.15,5278.35,5233.2,5274,106316880,3726.52
03-SEP-2012,5276.5,5295.8,5243.15,5253.75,110380869,4015.55
31-AUG-2012,5298.2,5303.25,5238.9,5258.5,167393902,6600.58
30-AUG-2012,5268.6,5342.8,5255.05,5315.05,226494000,8374.69
29-AUG-2012,5343.85,5345.5,5282.7,5287.8,157470632,4581.21
28-AUG-2012,5348.05,5359.25,5312.6,5334.6,123683723,4771
27-AUG-2012,5387.85,5399.15,5346.65,5350.25,89987572,3882.41
24-AUG-2012,5392.6,5399.65,5371,5386.7,114346965,4520.37
23-AUG-2012,5426.15,5448.6,5393.85,5415.35,127995889,5462.34
22-AUG-2012,5395.75,5433.35,5394.8,5412.85,103103501,4156.18
21-AUG-2012,5368.7,5425.15,5368.7,5421,124343357,4986.5
17-AUG-2012,5368.6,5399.95,5341.7,5366.3,134985473,5262.34
16-AUG-2012,5385.95,5390.65,5356.65,5362.95,133996943,5285.5
14-AUG-2012,5343.25,5387.05,5328.8,5380.35,109794400,4742.47
13-AUG-2012,5316.35,5352.45,5309.05,5347.9,107578773,4678.33
10-AUG-2012,5308.2,5330.1,5294.1,5320.4,130090985,6540.77
