Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover (₹ Cr)
30-DEC-1999,1489.2,1504.95,1476.75,1480.45,14707482,911.02
29-DEC-1999,1443.9,1483.4,1443.9,1476.35,19747988,1499.07
28-DEC-1999,1427.45,1451.35,1418.85,1442.2,28571075,1398.02
27-DEC-1999,1459.65,1460.5,1427.7,1432.1,21846872,1066.84
24-DEC-1999,1488.05,1489.9,1453.35,1459,25668024,1124.56
23-DEC-1999,1481.6,1510.85,1481.6,1488.35,17185124,762.07
22-DEC-1999,1429.15,1486.9,1429.15,1481.7,44342451,1533.24
21-DEC-1999,1422.6,1437.6,1413.85,1421.7,30195486,1374.84
20-DEC-1999,1419.45,1435.55,1418.75,1422.45,31078939,1300.86
17-DEC-1999,1420.1,1439.25,1414.15,1419.3,29845835,1539.24
16-DEC-1999,1404.05,1428.5,1402.75,1419.7,23552094,1621.01
15-DEC-1999,1396.6,1410.8,1376.75,1401.4,27406330,1419.24
14-DEC-1999,1427.9,1431.25,1391.1,1398.25,36426032,1780.75
13-DEC-1999,1440.2,1444.95,1421.85,1427.65,25627987,1561.08
10-DEC-1999,1448.05,1462.6,1437,1439.7,30857013,1490.87
09-DEC-1999,1437.1,1451.5,1428.05,1447.55,28324031,1655.32
08-DEC-1999,1451.1,1486.15,1420.95,1438.65,55489809,2424
07-DEC-1999,1443.2,1455.4,1439.65,1445.15,40659301,2020.66
06-DEC-1999,1418.3,1445.6,1418.3,1442.85,36327200,1875.52
03-DEC-1999,1409.05,1436.65,1409.05,1418,41864176,1981.06
02-DEC-1999,1388.2,1420.7,1387.2,1408.85,35590582,2027.88
01-DEC-1999,1375.05,1401.1,1374.7,1388.75,30994153,2188.39
30-NOV-1999,1384.9,1386.75,1370.55,1376.15,31627112,1716.86
29-NOV-1999,1399.8,1401.25,1382.2,1384.65,29331668,1677.42
26-NOV-1999,1409.35,1418.15,1395.5,1399.6,34638373,1863.91
25-NOV-1999,1395.85,1417.65,1395.85,1408.65,36846097,2016.13
24-NOV-1999,1376.5,1404.05,1376.5,1394.95,41974204,2161.16
22-NOV-1999,1362.4,1378.1,1358.2,1375.25,30071822,1383.15
19-NOV-1999,1365.25,1381.05,1360.05,1361.85,25393385,1138.13
18-NOV-1999,1353.4,1366.25,1342.25,1364.25,24289422,1283.65
17-NOV-1999,1367.65,1381.5,1352.25,1352.25,28939420,1289.97
16-NOV-1999,1362.3,1362.3,1351.4,1357.75,24934776,1103.24
15-NOV-1999,1372.75,1381.1,1358.15,1362.7,21003729,1020.13
12-NOV-1999,1389.25,1389.4,1368.85,1373.55,24594677,1345.09
11-NOV-1999,1389.2,1402.7,1382.3,1389.6,36513793,2019.11
10-NOV-1999,1371.6,1392.55,1371.6,1389.1,28087976,1462.51
09-NOV-1999,1370.5,1374.8,1345.25,1371.2,36465784,1677.06
07-NOV-1999,1364.7,1382.25,1364.7,1369.6,14703133,616.51
05-NOV-1999,1336.75,1369.65,1336.55,1364.55,42069165,1924.03
04-NOV-1999,1326.85,1339.75,1313.6,1336.8,36095298,1733.76
03-NOV-1999,1332.7,1353.55,1303.25,1326.4,51551841,1914.47
02-NOV-1999,1269.3,1335.6,1239.8,1332.2,49344614,1674.17
01-NOV-1999,1325.9,1332.7,1260.8,1270,42509452,1495.38
29-OCT-1999,1367.9,1370.8,1296.7,1325.45,54898848,2077.62
28-OCT-1999,1411.2,1411.45,1361.05,1367.7,38435832,1511.24
27-OCT-1999,1419.1,1440.7,1400.75,1411.4,46640392,1732.5
26-OCT-1999,1426.6,1431.5,1410.95,1414.35,43549612,1830.62
25-OCT-1999,1449.85,1457.2,1410.85,1426.2,50227435,1744.55
23-OCT-1999,1430.75,1451.85,1429.1,1449.8,13421359,414.05
22-OCT-1999,1452.6,1452.6,1421.4,1430.25,47318625,1743.34
21-OCT-1999,1478,1496.45,1448.35,1453.35,57106864,2018.83
20-OCT-1999,1446.2,1498.7,1446.2,1477.65,56371669,2231.16
18-OCT-1999,1454.9,1461.45,1426.15,1444.05,48449171,2014.43
15-OCT-1999,1505.7,1512,1448.95,1454.55,33570666,1505.78
14-OCT-1999,1497.3,1522.85,1496.65,1505.2,40798761,1882.04
13-OCT-1999,1485.45,1510.5,1466,1496.3,61674546,2635.79
12-OCT-1999,1484.4,1493.15,1472.35,1483.85,55862923,2185.08
11-OCT-1999,1480.8,1504.55,1479.1,1484,50443446,2015.26
08-OCT-1999,1470,1502.65,1462.75,1479.25,55103382,2332.11
07-OCT-1999,1394.35,1475.45,1394.35,1469.75,62423583,2457.1
06-OCT-1999,1377.65,1419.75,1377.15,1392.7,57096325,1820.82
05-OCT-1999,1372.4,1384.35,1358.95,1378.15,46223533,1776.48
04-OCT-1999,1403.45,1406.35,1367.85,1372.3,39013018,1204.15
01-OCT-1999,1414.65,1419.1,1389.05,1403.2,49444898,1817.82
30-SEP-1999,1415.55,1432.55,1409.55,1413.1,57209189,1898.11
29-SEP-1999,1380.7,1429.05,1380.3,1415.3,58492479,2001.35
28-SEP-1999,1389.25,1389.45,1363.45,1379.15,55042402,1774.81
27-SEP-1999,1413.8,1427.15,1387.05,1389.5,46403334,1898.68
24-SEP-1999,1397.45,1427.75,1396.75,1412.25,53623795,1738.43
23-SEP-1999,1387.95,1403.55,1387.45,1398,40007163,1765.16
22-SEP-1999,1350.7,1400,1350.7,1386.45,34759245,1590.61
21-SEP-1999,1358.45,1367.75,1348.6,1350.6,36609865,1386.43
20-SEP-1999,1359.8,1379.05,1356.3,1357.85,30797034,1131.31
17-SEP-1999,1350.35,1364.05,1329.7,1359.7,34644812,1316.43
16-SEP-1999,1374.45,1375.35,1347.3,1351.2,31300438,982.12
15-SEP-1999,1371,1392.35,1371,1374.7,35088892,1247.14
14-SEP-1999,1391.9,1397.45,1366.25,1370.55,43755495,1460.52
10-SEP-1999,1397.15,1398.6,1388.85,1391.1,40904408,1071.07
09-SEP-1999,1400.15,1402.25,1388.65,1396.9,41088137,1225.48
08-SEP-1999,1385.55,1413.45,1385.55,1399.5,43965745,1387.43
07-SEP-1999,1391.2,1403.75,1378.95,1383.25,40411200,1205.32
06-SEP-1999,1375.45,1392.05,1372.5,1390.2,30638177,962.64
03-SEP-1999,1375.7,1384.25,1370.95,1374.95,31511260,1015.37
02-SEP-1999,1410,1410,1372.5,1375.85,32966516,1017.32
01-SEP-1999,1412.05,1430.8,1397.7,1410.7,43993413,1396.77
31-AUG-1999,1422.65,1424.05,1409.55,1412,38972160,1153.01
30-AUG-1999,1417.8,1435.5,1417.8,1422.6,46989716,1407.53
27-AUG-1999,1402.6,1425.2,1402.6,1417.5,36606510,1264.05
26-AUG-1999,1371.9,1408.15,1371.9,1402.5,38217896,1280.06
25-AUG-1999,1383.45,1414,1341.35,1371.65,50299041,1399.1
24-AUG-1999,1370.05,1385.6,1369.9,1382.65,45408456,1331.07
23-AUG-1999,1347.75,1375.95,1347.75,1369.7,46431149,1252.07
20-AUG-1999,1345.6,1350.3,1332.4,1347.3,28902521,955.67
19-AUG-1999,1363.5,1375.45,1341.55,1345,43346181,1288.14
