Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover (₹ Cr)
17-DEC-2020,13713.55,13773.25,13673.55,13740.7,416008520,27712.93
16-DEC-2020,13663.1,13692.35,13606.45,13682.7,462151091,27460.18
15-DEC-2020,13547.2,13589.65,13447.05,13567.85,497600393,30828.33
14-DEC-2020,13571.45,13597.5,13472.45,13558.15,558390043,28133.58
11-DEC-2020,13512.3,13579.35,13402.85,13513.85,787707481,33696.57
10-DEC-2020,13488.5,13503.55,13399.3,13478.3,553402501,30400.2
09-DEC-2020,13458.1,13548.9,13449.6,13529.1,502605319,28726.97
08-DEC-2020,13393.85,13435.45,13311.05,13392.95,543165361,33755.81
07-DEC-2020,13264.85,13366.65,13241.95,13355.75,591722966,33578.64
04-DEC-2020,13177.4,13280.05,13152.85,13258.55,640514315,36428.05
03-DEC-2020,13215.3,13216.6,13107.9,13133.9,713688035,39627.71
02-DEC-2020,13121.4,13128.5,12983.55,13113.75,717711761,34008.74
01-DEC-2020,13062.2,13128.4,12962.8,13109.05,583633902,32917.26
27-NOV-2020,13012.05,13035.3,12914.3,12968.95,1162360673,78522.93
26-NOV-2020,12906.45,13018,12790.4,12987,549798925,34624.15
25-NOV-2020,13130,13145.85,12833.65,12858.4,679005507,37401.36
24-NOV-2020,13002.6,13079.1,12978,13055.15,571864976,37094.23
23-NOV-2020,12960.3,12968.85,12825.7,12926.45,633117401,42031.38
20-NOV-2020,12813.4,12892.45,12730.25,12859.05,663997267,42992.15
19-NOV-2020,12839.5,12963,12745.75,12771.7,768751782,44747.08
18-NOV-2020,12860.1,12948.85,12819.35,12938.25,731321438,39856.45
17-NOV-2020,12932.5,12934.05,12797.1,12874.2,707676873,40977.03
14-NOV-2020,12823.35,12828.7,12749.45,12780.25,107868139,5189.38
13-NOV-2020,12659.7,12735.95,12607.7,12719.95,513948665,34568.65
12-NOV-2020,12702.15,12741.15,12624.85,12690.8,622017762,36794.24
11-NOV-2020,12680.6,12769.75,12571.1,12749.15,880475468,54744.55
10-NOV-2020,12556.4,12643.9,12475.25,12631.1,847450692,51247.01
09-NOV-2020,12399.4,12474.05,12367.35,12461.05,553449924,34255.11
06-NOV-2020,12156.65,12280.4,12131.85,12263.55,576837602,34965.94
05-NOV-2020,12062.4,12131.1,12027.6,12120.3,632455414,32311.46
