Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover (₹ Cr)
31-DEC-2010,6105.1,6147.3,6103.55,6134.5,113754901,4945.21
30-DEC-2010,6062.35,6106.4,6062.35,6101.85,194348266,7239.3
29-DEC-2010,6005.15,6067.55,6002.85,6060.35,92994810,4053.2
28-DEC-2010,6005.35,6010.9,5982.25,5996,90722187,3636.15
27-DEC-2010,6013.3,6045.75,5991.1,5998.1,95958318,3459.44
24-DEC-2010,5940.25,6017.35,5940.25,6011.6,123574629,4656.48
23-DEC-2010,6005.9,6006.45,5964.6,5980,85460029,4301.17
22-DEC-2010,6019,6023.8,5958,5984.4,118823292,5864.21
21-DEC-2010,5960.4,6007.45,5960.05,6000.65,126542972,6485.84
20-DEC-2010,5926.85,5985,5900.25,5947.05,121821490,7312.39
16-DEC-2010,5910.55,5956.15,5855.05,5948.75,149826681,8378.96
15-DEC-2010,5931.15,5942.75,5865.8,5892.3,126323113,7089.53
14-DEC-2010,5928.7,5953.95,5888.75,5944.1,125296903,6074.88
13-DEC-2010,5882.65,5913.8,5795.9,5907.65,138228657,6888.32
10-DEC-2010,5761,5865.5,5721.15,5857.35,167487929,9006.74
09-DEC-2010,5924.25,5927.3,5742.3,5766.5,169510906,8924.45
08-DEC-2010,5954.4,5960,5878.6,5903.7,122572793,7342.58
07-DEC-2010,5995.05,6001,5939.7,5976.55,145410821,7503.81
06-DEC-2010,6033.65,6069.45,5981.7,5992.25,145317173,7255.47
03-DEC-2010,6013.35,6025.4,5964.25,5992.8,165379301,6957.19
02-DEC-2010,6023.05,6029.5,5980.6,6011.7,197376731,8206.15
01-DEC-2010,5871,5971,5865.55,5960.9,173354997,7422.59
30-NOV-2010,5811.6,5892.25,5768.35,5862.7,217959199,8862.2
29-NOV-2010,5789.95,5843.15,5754.7,5830,155071028,6132.15
26-NOV-2010,5828.55,5838.5,5690.35,5751.95,287201252,9841.53
25-NOV-2010,5883.95,5907.1,5780.35,5799.75,371673464,12228.45
24-NOV-2010,5946.8,5976.65,5833.6,5865.75,125846538,6608.67
23-NOV-2010,5971.55,5973.35,5824.95,5934.75,158866285,7781.91
22-NOV-2010,5920.9,6020.25,5905.15,6010,123423130,6138.02
19-NOV-2010,6011.3,6013.25,5863.95,5890.3,150744322,7332.53
18-NOV-2010,6075.95,6076.2,5906.75,5998.8,190221312,9720.83
16-NOV-2010,6143.45,6144.05,5970.6,5988.7,139191484,7327.56
15-NOV-2010,6079.9,6128.75,6039.4,6121.6,124265953,6436.93
12-NOV-2010,6182.3,6202.5,6056.75,6071.65,155200157,7348.97
11-NOV-2010,6286.35,6296.55,6179.5,6194.25,169295911,7013.98
10-NOV-2010,6303.2,6307.65,6269.25,6275.7,125609850,6187.2
09-NOV-2010,6281,6310.9,6243.55,6301.55,139822783,7037.06
08-NOV-2010,6335.25,6335.9,6265.35,6273.2,153925612,6799.73
05-NOV-2010,6321.85,6338.5,6303.1,6312.45,27174949,1143.23
04-NOV-2010,6209.6,6290.15,6199.35,6281.8,125032367,6442.42
03-NOV-2010,6150.6,6182.5,6146.8,6160.5,111324417,5241.29
02-NOV-2010,6127.55,6138.1,6094.4,6119,122092224,6081.21
01-NOV-2010,6092.3,6132.4,6084.75,6117.55,128909525,6679.42
29-OCT-2010,6021.15,6032.65,5937.1,6017.7,137878156,7152.22
