Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover (₹ Cr)
29-DEC-2000,1249,1265.9,1242.25,1263.55,68269636,2582.9
28-DEC-2000,1229.35,1253.6,1229.35,1248.95,61894808,2178.25
27-DEC-2000,1212.15,1239,1208.75,1228.3,59260399,2341.92
26-DEC-2000,1242.05,1248.5,1207.95,1212,71777831,2571.19
22-DEC-2000,1278.95,1292.8,1237.3,1242,89709314,3211.95
21-DEC-2000,1294.25,1294.25,1257.1,1277.4,81444699,2879.79
20-DEC-2000,1312.8,1313.4,1285.45,1295.25,64915151,2478.43
19-DEC-2000,1317.75,1325.6,1307,1310.5,79675399,2579.3
18-DEC-2000,1310.15,1321.65,1297.2,1317.6,71852888,2477.56
15-DEC-2000,1349.25,1349.25,1308.15,1312.6,106556294,3740.95
14-DEC-2000,1354.45,1369.5,1346.15,1349.35,107922822,3341.29
13-DEC-2000,1333.8,1360.8,1333.8,1354.3,81303722,3024.52
12-DEC-2000,1332.2,1341.75,1327.6,1333.35,78396433,2806.79
11-DEC-2000,1313.7,1333.5,1313.7,1332.15,77519863,2586.01
08-DEC-2000,1303.3,1317.2,1303.3,1313.7,92770801,2863.44
07-DEC-2000,1298.9,1308.45,1295.1,1302.5,86887597,2464.25
06-DEC-2000,1284.85,1319.85,1284.85,1298.55,82720927,2780.3
05-DEC-2000,1275.7,1288.2,1275.5,1284.65,66897728,2256.91
04-DEC-2000,1276.25,1290,1273.65,1275.6,68385969,2088.01
01-DEC-2000,1268.1,1280.5,1255.2,1276.2,93875047,3091.99
30-NOV-2000,1264.75,1272.1,1258.4,1268.15,75246754,2361.41
29-NOV-2000,1272.25,1281,1253.45,1264.75,83440444,2429.91
28-NOV-2000,1252.9,1275.45,1248.9,1272.75,81848549,2375.92
27-NOV-2000,1225.4,1254.45,1225.35,1252.9,67007159,2070.79
24-NOV-2000,1216.05,1230,1216.05,1225.2,69640031,2084.2
23-NOV-2000,1221.2,1223.05,1209.85,1216,60184640,1800.94
22-NOV-2000,1235.85,1247.5,1220.05,1222.35,56320308,2208.16
21-NOV-2000,1236.95,1237.85,1224.3,1235,54134113,1818.89
20-NOV-2000,1236,1241.75,1231.05,1237.6,53530821,1659.55
17-NOV-2000,1232.35,1238,1216.9,1236,56343239,1993.84
16-NOV-2000,1246.6,1254.55,1228.6,1233.25,62682250,1859.78
15-NOV-2000,1245,1270.1,1243.2,1247.05,71820640,2293.81
14-NOV-2000,1207.2,1246.9,1207.05,1242.85,71325452,2281.33
13-NOV-2000,1239.35,1239.35,1199.95,1208.05,56910304,1899.45
10-NOV-2000,1271.35,1271.4,1237.5,1239.55,62554227,2052.48
09-NOV-2000,1266.75,1275.55,1255.95,1269.95,61831113,1986.91
08-NOV-2000,1246.65,1277.25,1246.65,1266.8,75236288,2992.44
07-NOV-2000,1239,1249.1,1232.35,1246.75,52944920,2027.09
06-NOV-2000,1242.15,1261.4,1236.65,1240.25,71321989,2454.65
03-NOV-2000,1225,1249.2,1225,1242.05,76271033,2652.14
02-NOV-2000,1201.25,1226.35,1199.75,1224.85,67708490,2364.68
01-NOV-2000,1178.25,1203.85,1177.1,1200.8,57074022,1915.83
31-OCT-2000,1167.2,1175.6,1155.15,1172.75,46347670,1554.54
30-OCT-2000,1178.75,1185.8,1164.25,1167.15,38382435,1313.3
27-OCT-2000,1186.95,1192.9,1171.85,1178.7,42726133,1588.58
26-OCT-2000,1182.8,1188.2,1176.6,1186.3,14447058,511.66
25-OCT-2000,1158.2,1190.4,1157.25,1183.9,61460048,2299.96
24-OCT-2000,1143,1155.35,1132.9,1152.45,48203039,1919.5
23-OCT-2000,1171.75,1172.15,1141.45,1143.95,48683559,2018.46
20-OCT-2000,1166.2,1202.7,1166.2,1172,67674507,2906.96
19-OCT-2000,1135.65,1171.5,1108.2,1166.15,67023099,2565.29
18-OCT-2000,1157.05,1157.05,1122.8,1136,46516140,1875.79
17-OCT-2000,1174.3,1174.3,1140.6,1158.05,60519154,2530.89
16-OCT-2000,1177.85,1228.8,1173.35,1175.45,55531115,2416.43
13-OCT-2000,1205.7,1205.7,1167.5,1176.75,55251611,2407.17
12-OCT-2000,1201.3,1214.35,1185.1,1206.25,58853946,2798.13
11-OCT-2000,1232.85,1234.1,1193.8,1201.9,50473747,2499.47
10-OCT-2000,1268.7,1272.75,1230.05,1238.95,48897412,2256.73
09-OCT-2000,1285.05,1286.35,1264.2,1267.3,35059618,1548.95
06-OCT-2000,1284.35,1287.85,1262.65,1285,51772489,2554.93
05-OCT-2000,1296.1,1306.45,1282.5,1284.75,46464764,2106.74
04-OCT-2000,1281.45,1300.05,1275.8,1297.8,42233464,1894.67
03-OCT-2000,1270.75,1288.15,1254.35,1282,53465691,2010.96
29-SEP-2000,1267.3,1284.15,1264.4,1271.65,49222289,2024.29
28-SEP-2000,1292.4,1302.75,1260.8,1266.4,60964211,2528.87
27-SEP-2000,1267.45,1299,1249.35,1292.55,49801255,2127.47
26-SEP-2000,1292.9,1298.25,1261,1267.9,46208596,1908.5
25-SEP-2000,1268.4,1305.1,1268.4,1292.55,42390608,1999.04
22-SEP-2000,1329.1,1329.1,1261.2,1266.45,53881081,2465.04
21-SEP-2000,1341.65,1347.4,1325.75,1329.85,37264457,1601.33
20-SEP-2000,1317.8,1351.1,1311.1,1342.9,42014443,1857.75
19-SEP-2000,1351.8,1361.7,1295.3,1317,61402728,2743.89
18-SEP-2000,1416.05,1416.05,1352.1,1354.35,44613980,2370.04
15-SEP-2000,1443.25,1451.05,1411.55,1417.2,48417567,2754.79
14-SEP-2000,1456.75,1466.65,1437.85,1445.3,48935189,3029.32
13-SEP-2000,1467.65,1482,1452.6,1456.15,40899886,2469.6
12-SEP-2000,1457.1,1470.55,1447.8,1467.65,44769146,2577.54
11-SEP-2000,1449.35,1469,1448.95,1456.35,48899129,2813.46
08-SEP-2000,1440.6,1453.15,1440.6,1450.05,48947780,2895.93
07-SEP-2000,1434.7,1450.2,1424.35,1439.75,50581945,2438.64
06-SEP-2000,1430.9,1444.45,1421,1435.35,55564667,2500.5
05-SEP-2000,1428.05,1434.65,1420.9,1428.25,46660762,2260.14
04-SEP-2000,1395.95,1433.15,1395.95,1427.75,59118945,3166.7
31-AUG-2000,1376.5,1397.3,1375.9,1394.1,41752795,2911.67
30-AUG-2000,1369.9,1384.85,1369.8,1375.95,43639136,2125.99
29-AUG-2000,1368.65,1373.55,1360.65,1367.7,38510859,1904.42
28-AUG-2000,1379.6,1383.45,1368.25,1369.85,37279363,1762.03
