Date,Open,High,Low,Close,Volume
2010-01-04,221.76374994808987,221.76374994808987,207.68884283111072,218.59307861328125,76646086
2010-01-05,233.7147564600725,233.7147564600725,216.5402977135576,217.6175079345703,21392825
2010-01-06,219.4874126405511,222.45484246552803,217.6073688236331,221.13372802734372,23691760
2010-01-07,221.13369260127268,226.62137802045964,219.1012039575348,224.80230712890625,26197920
2010-01-08,225.1986418470306,226.37748661240903,222.75966905192595,224.212890625,15110149
2010-01-11,230.62538538425423,233.6741255280525,213.41030406628977,219.81260681152344,188649642
2010-01-12,222.55645724374628,231.1538426037216,218.89799076969248,220.3918609619141,32790509
2010-01-13,221.1337157496213,221.94669772465755,217.1906968653068,221.2556610107422,15360176
2010-01-14,220.7271801634623,228.61318944593737,220.7271801634623,227.98313903808597,24545629
2010-01-15,228.81644302775996,231.47899564545537,224.5990613837743,225.757568359375,18766617
2010-01-18,224.9953950876499,226.9160869718196,221.93650687772967,223.47103881835935,14172193
2010-01-19,223.5726534918344,224.8022951490161,220.04629504097605,220.52394104003903,13064666
2010-01-20,222.55646405954624,222.98328606576155,217.8817597701065,218.99961853027344,19331024
2010-01-21,218.4914728205653,218.89797056544757,213.46109545060816,214.23342895507807,18611321
2010-01-22,211.58105087607228,217.6784898858188,209.2436990295434,214.1927795410156,39869565
2010-01-25,213.33911400644803,214.30454096032943,210.7070613996043,211.79443359375,13393277
2010-01-27,210.15830316535155,213.4102713499365,207.31283269978488,208.84735107421875,24843485
2010-01-28,211.37777641523328,212.68872846704812,208.32906396537487,210.79852294921875,33223459
2010-01-29,209.93473824827493,213.776122293292,206.9266739081459,212.637939453125,23333042
2010-02-01,210.8696599007833,214.42650469741332,210.47332429325212,212.47532653808597,12132865
2010-02-02,213.8167542227251,214.70088438197945,208.1461375330761,208.79653930664065,17248998
2010-02-03,209.56889573081116,213.0850925458313,209.56889573081116,210.14816284179688,15052266
2010-02-04,210.97132866138085,210.97132866138085,206.0933821596016,207.14010620117188,11974603
2010-02-05,198.16669325955817,204.82304801268225,198.16669325955817,199.5284423828125,29882876
2010-02-08,200.19918043468044,204.1320236100008,198.1667051645234,202.09954833984372,25894932
2010-02-09,201.97759761657267,202.8414037113184,199.7317180513106,201.8759765625,14292031
2010-02-10,203.2275775493099,203.2275775493099,199.58943526825317,200.21951293945312,18261247
2010-02-11,201.06298311663,207.27220554533568,200.9105379766351,206.3271026611328,23450102
2010-02-15,208.7355891696493,208.7355891696493,204.79257039129573,205.2803649902344,13498617
2010-02-16,205.3006584514799,207.51606480831904,204.2640967799292,206.8555145263672,10068256
2010-02-17,208.32911350880863,210.930680456601,207.7295356932433,209.86363220214844,15630122
2010-02-18,209.3453206623247,211.04244636976483,202.23164405886888,202.8007354736328,19834114
2010-02-19,202.23163738876863,202.23163738876863,198.60365769201903,199.83331298828125,17754534
2010-02-22,202.2926109742896,203.2478758973911,197.15043704263252,198.76626586914065,12692045
2010-02-23,197.9634635818333,199.7926968821478,197.15046798890148,198.23785400390625,12976934
2010-02-24,197.1504714873217,200.3414677137735,196.4695968242652,198.9390563964844,12487589
2010-02-25,199.20324013155945,200.1991534222626,194.94519660321927,195.74801635742188,18954063
2010-02-26,196.94718479345337,202.23162791010543,196.38825552773585,198.9694976806641,22579233
2010-03-02,200.1991623026924,203.04463285022405,199.0609659431424,199.83331298828125,18210596
2010-03-03,200.80891087994064,208.93882514666367,200.80891087994064,208.28843688964844,26623966
2010-03-04,211.37776553553863,211.37776553553863,204.8738432637545,206.09332275390625,20781218
2010-03-05,207.7193814319718,208.5323635021045,204.28448096810288,205.23974609375,11774505
2010-03-08,207.5567575778793,208.73560251509528,203.65440053687425,204.0812225341797,11941298
2010-03-09,204.5689995570528,205.6462097792889,200.8190744208543,201.2865447998047,17459521
2010-03-10,202.2316309553232,207.0892522262409,201.07312399203184,205.0262908935547,24807175
2010-03-11,205.28034126198216,207.31282982892813,204.6706014756792,206.5912933349609,14583772
2010-03-12,206.2965909397511,209.95504320048957,206.0933353006447,207.6380157470703,22333253
