round,timestamp,timesteps,source,val_sharpe,val_mdd_pct,val_cagr_pct,val_constraints_met,backtest_sharpe,backtest_mdd_pct,backtest_return_pct,backtest_cagr_pct,backtest_trade_count,backtest_constraints_met,notes
1,2026-07-12 07:13:50,50000,trained,0.021,-85.08,-21.0,False,-0.128,-33.3,-1.81,-1.23,67,False,F34-P2.5 50k seed42 rita_ddqn_v2_ato_f34p25
