"Time","Type","Instrument","Product","Qty.","Avg. price","Status",""
"2026-04-09 09:25:21","BUY","NIFTY26JUN25000CE","NRML","130/130",413.75,"COMPLETE",""
"2026-04-09 09:24:07","SELL","NIFTY26APR23400CE","NRML","65/65",812.25,"COMPLETE",""
"2026-04-09 09:23:57","BUY","NIFTY26MAY24500CE","NRML","65/65",415.25,"COMPLETE",""
"2026-04-09 09:23:31","SELL","NIFTY26APR23400CE","NRML","0/65",0,"REJECTED",""
"2026-04-09 09:23:24","SELL","NIFTY26APR23400CE","NRML","65/65",813.8,"COMPLETE",""
"2026-04-09 09:23:17","BUY","NIFTY26MAY24500CE","NRML","65/65",415.85,"COMPLETE",""
"2026-04-09 09:23:10","BUY","NIFTY26APR24000CE","NRML","65/65",410.45,"COMPLETE",""
"2026-04-09 09:22:48","SELL","NIFTY26APR23400CE","NRML","0/65",0,"REJECTED",""
"2026-04-09 09:22:38","SELL","NIFTY26MAY23000CE","NRML","0/65",0,"REJECTED",""
"2026-04-09 09:22:31","SELL","NIFTY26MAY23000CE","NRML","65/65",1396.05,"COMPLETE",""
"2026-04-09 09:22:15","SELL","NIFTY26MAY23000CE","NRML","0/130",0,"REJECTED",""
"2026-04-09 09:22:08","SELL","NIFTY26MAY24000CE","NRML","130/130",680.73,"COMPLETE",""
"2026-04-09 09:22:01","BUY","NIFTY26MAY24500CE","NRML","130/130",415.95,"COMPLETE",""
"2026-04-09 09:21:42","BUY","NIFTY26MAY24000CE","NRML","130/130",671.13,"COMPLETE",""
"2026-04-09 09:21:21","SELL","NIFTY26APR23400CE","NRML","0/195",0,"REJECTED",""
"2026-04-09 09:21:14","SELL","NIFTY26APR23200CE","NRML","195/195",957.45,"COMPLETE",""
"2026-04-09 09:21:05","SELL","NIFTY26APRFUT","NRML","65/65",23982,"COMPLETE",""
"2026-04-09 09:20:54","BUY","NIFTY26MAYFUT","NRML","65/65",24120,"COMPLETE",""
"2026-04-09 09:20:44","BUY","NIFTY26APR22400CE","NRML","65/65",1660,"COMPLETE",""
"2026-04-09 09:19:59","BUY","NIFTY26MAYFUT","NRML","0/65",0,"REJECTED",""
"2026-04-09 09:19:51","BUY","NIFTY26MAYFUT","NRML","0/65",0,"REJECTED",""
"2026-04-09 09:19:25","BUY","NIFTY26APR24000CE","NRML","65/65",391.55,"COMPLETE",""
"2026-04-09 09:19:22","BUY","NIFTY26APR24000PE","NRML","65/65",423.2,"COMPLETE",""
"2026-04-09 09:19:02","SELL","BANKNIFTY26APRFUT","NRML","30/30",55675,"COMPLETE",""
"2026-04-09 09:18:24","SELL","BANKNIFTY26MAY53000CE","NRML","60/60",3550,"COMPLETE",""
"2026-04-09 09:17:22","BUY","BANKNIFTY26MAY56000CE","NRML","60/60",1537.18,"COMPLETE",""
"2026-04-09 09:16:53","SELL","BANKNIFTY26APR52500CE","NRML","30/30",3382.9,"COMPLETE",""
"2026-04-09 09:16:39","BUY","BANKNIFTY26APR55500CE","NRML","30/30",1137.15,"COMPLETE",""
"2026-04-09 09:16:28","SELL","BANKNIFTY26APR52500CE","NRML","60/60",3300,"COMPLETE",""
"2026-04-09 09:15:46","BUY","BANKNIFTY26APR53000CE","NRML","30/30",2903.6,"COMPLETE",""
"2026-04-09 09:15:36","BUY","BANKNIFTY26APR55500CE","NRML","30/30",1092.3,"COMPLETE",""
"2026-04-09 09:15:32","BUY","BANKNIFTY26APR55500PE","NRML","30/30",1028,"COMPLETE",""
"2026-04-09 09:15:19","SELL","BANKNIFTY26APRFUT","NRML","30/30",55602,"COMPLETE",""
"2026-04-09 09:15:11","BUY","BANKNIFTY26MAYFUT","NRML","30/30",55896.4,"COMPLETE",""
