"Time","Type","Instrument","Product","Qty.","Avg. price","Status",""
"2026-04-09 14:42:38","SELL","NIFTY26MAY24500CE","NRML","0/65",0,"REJECTED",""
"2026-04-09 14:42:23","SELL","BANKNIFTY26MAY56000CE","NRML","0/30",0,"REJECTED",""
"2026-04-09 14:36:06","SELL","BANKNIFTY26MAY54800PE","NRML","60/60",1562.03,"COMPLETE",""
"2026-04-09 14:35:49","BUY","BANKNIFTY26MAY54500PE","NRML","60/60",1454.95,"COMPLETE",""
"2026-04-09 14:01:00","SELL","BANKNIFTY26JUNFUT","NRML","0/30",55620,"REJECTED",""
"2026-04-09 13:59:30","SELL","BANKNIFTY26MAY54500CE","NRML","0/30",0,"REJECTED",""
"2026-04-09 13:47:59","BUY","NIFTY26JUN23700PE","NRML","130/130",620.05,"COMPLETE",""
"2026-04-09 13:47:41","SELL","NIFTY26JUN24000PE","NRML","65/65",726.15,"COMPLETE",""
"2026-04-09 13:47:31","SELL","NIFTY26JUN24000PE","NRML","65/65",725.5,"COMPLETE",""
"2026-04-09 13:45:48","SELL","NIFTY26MAY23800PE","NRML","130/130",566.95,"COMPLETE",""
"2026-04-09 13:45:40","BUY","NIFTY26MAY23700PE","NRML","130/130",531.83,"COMPLETE",""
"2026-04-09 13:44:47","SELL","NIFTY26APR24000PE","NRML","65/65",510.35,"COMPLETE",""
"2026-04-09 13:44:41","BUY","NIFTY26APR23800PE","NRML","65/65",422.05,"COMPLETE",""
"2026-04-09 13:43:26","SELL","BANKNIFTY26APR55000PE","NRML","30/30",1138.55,"COMPLETE",""
"2026-04-09 13:43:19","BUY","BANKNIFTY26APR54600PE","NRML","30/30",986.55,"COMPLETE",""
"2026-04-09 13:04:59","SELL","BANKNIFTY26JUN58000CE","NRML","0/30",1015,"REJECTED",""
"2026-04-09 13:04:06","BUY","BANKNIFTY26MAYFUT","NRML","30/30",55499.4,"COMPLETE",""
"2026-04-09 13:01:35","SELL","BANKNIFTY26MAY55000PE","NRML","60/60",1455.63,"COMPLETE",""
"2026-04-09 13:01:27","BUY","BANKNIFTY26MAY54800PE","NRML","60/60",1400,"COMPLETE",""
"2026-04-09 13:00:21","BUY","BANKNIFTY26MAY54800PE","NRML","0/60",1286.05,"CANCELLED",""
"2026-04-09 11:18:20","SELL","BANKNIFTY26MAYFUT","NRML","30/30",55761.8,"COMPLETE",""
"2026-04-09 11:18:05","SELL","NIFTY26MAYFUT","NRML","65/65",24025,"COMPLETE",""
"2026-04-09 11:17:47","SELL","NIFTY26MAY25500CE","NRML","0/65",0,"REJECTED",""
"2026-04-09 11:17:37","SELL","NIFTY26MAY24500CE","NRML","0/65",0,"REJECTED",""
"2026-04-09 11:17:28","SELL","NIFTY26MAY24000PE","NRML","130/130",602.05,"COMPLETE",""
"2026-04-09 11:17:21","BUY","NIFTY26MAY23800PE","NRML","130/130",530.67,"COMPLETE",""
"2026-04-09 11:16:31","BUY","NIFTY26MAYFUT","NRML","65/65",24045.9,"COMPLETE",""
"2026-04-09 11:16:00","BUY","BANKNIFTY26MAYFUT","NRML","30/30",55838.4,"COMPLETE",""
"2026-04-09 10:05:31","SELL","BANKNIFTY26APR55500PE","NRML","30/30",1166.6,"COMPLETE",""
"2026-04-09 10:05:25","BUY","BANKNIFTY26APR55000PE","NRML","30/30",969.45,"COMPLETE",""
"2026-04-09 09:43:16","SELL","BANKNIFTY26MAY54500CE","NRML","0/30",0,"REJECTED",""
"2026-04-09 09:43:00","SELL","BANKNIFTY26MAY55500PE","NRML","60/60",1558.1,"COMPLETE",""
"2026-04-09 09:42:54","BUY","BANKNIFTY26MAY55000PE","NRML","60/60",1378.8,"COMPLETE",""
"2026-04-09 09:42:30","SELL","BANKNIFTY26MAY54000PE","NRML","0/30",0,"REJECTED",""
"2026-04-09 09:42:12","BUY","BANKNIFTY26MAY55500PE","NRML","30/30",1553.85,"COMPLETE",""
"2026-04-09 09:42:00","SELL","BANKNIFTY26MAY55500PE","NRML","30/30",1543.05,"COMPLETE",""
"2026-04-09 09:40:36","SELL","NIFTY26JUN24500CE","NRML","0/65",632,"REJECTED",""
"2026-04-09 09:40:21","SELL","NIFTY26JUNFUT","NRML","0/65",24240,"REJECTED",""
"2026-04-09 09:40:12","SELL","NIFTY26JUNFUT","NRML","0/65",23240,"REJECTED",""
"2026-04-09 09:39:59","SELL","NIFTY26JUNFUT","NRML","0/65",23240,"REJECTED",""
"2026-04-09 09:39:35","SELL","NIFTY26JUN26000CE","NRML","65/65",137,"COMPLETE",""
"2026-04-09 09:39:16","SELL","NIFTY26JUN24000CE","NRML","65/65",905,"COMPLETE",""
"2026-04-09 09:38:55","BUY","NIFTY26JUN25000CE","NRML","65/65",404,"COMPLETE",""
"2026-04-09 09:38:31","BUY","NIFTY26JUN24000PE","NRML","65/65",662,"COMPLETE",""
"2026-04-09 09:37:58","SELL","NIFTY26JUN24000CE","NRML","0/65",913,"REJECTED",""
"2026-04-09 09:37:41","BUY","NIFTY26JUN25000CE","NRML","65/65",407.85,"COMPLETE",""
"2026-04-09 09:37:06","SELL","NIFTY26JUNFUT","NRML","0/65",24270,"REJECTED",""
"2026-04-09 09:36:16","SELL","NIFTY26JUN24000CE","NRML","0/65",915,"REJECTED",""
"2026-04-09 09:36:04","BUY","NIFTY26JUN26000CE","NRML","65/65",140,"COMPLETE",""
"2026-04-09 09:35:48","SELL","NIFTY26JUN24000CE","NRML","0/65",915,"REJECTED",""
"2026-04-09 09:35:14","BUY","NIFTY26JUN24000PE","NRML","65/65",662,"COMPLETE",""
"2026-04-09 09:34:06","SELL","NIFTY26MAY23000CE","NRML","65/65",1380.15,"COMPLETE",""
"2026-04-09 09:34:01","BUY","NIFTY26MAY24500CE","NRML","65/65",409.5,"COMPLETE",""
"2026-04-09 09:33:52","BUY","NIFTY26MAY24000PE","NRML","130/130",570,"COMPLETE",""
"2026-04-09 09:33:18","SELL","NIFTY26JUN26000CE","NRML","0/65",138,"REJECTED",""
"2026-04-09 09:31:52","SELL","NIFTY26MAY25000CE","NRML","0/65",0,"REJECTED",""
"2026-04-09 09:31:04","SELL","NIFTY26MAY23000CE","NRML","0/65",0,"REJECTED",""
"2026-04-09 09:30:47","SELL","BANKNIFTY26MAY54000CE","NRML","30/30",2826.5,"COMPLETE",""
"2026-04-09 09:30:42","BUY","BANKNIFTY26MAY56000CE","NRML","30/30",1583.25,"COMPLETE",""
"2026-04-09 09:30:36","BUY","BANKNIFTY26MAY55500PE","NRML","30/30",1453.9,"COMPLETE",""
"2026-04-09 09:30:23","SELL","BANKNIFTY26MAY54000CE","NRML","0/30",0,"REJECTED",""
"2026-04-09 09:30:11","SELL","BANKNIFTY26JUN54000CE","NRML","30/30",3450,"COMPLETE",""
"2026-04-09 09:29:48","BUY","BANKNIFTY26JUN56000CE","NRML","60/60",2150,"COMPLETE",""
"2026-04-09 09:29:11","SELL","BANKNIFTY26MAY54000CE","NRML","30/30",2838.9,"COMPLETE",""
"2026-04-09 09:29:03","BUY","BANKNIFTY26MAY56000CE","NRML","30/30",1580.35,"COMPLETE",""
"2026-04-09 09:28:57","BUY","BANKNIFTY26MAY55500PE","NRML","30/30",1454.4,"COMPLETE",""
"2026-04-09 09:28:37","SELL","BANKNIFTY26MAY54000CE","NRML","0/30",0,"REJECTED",""
"2026-04-09 09:28:30","SELL","BANKNIFTY26MAY54000CE","NRML","30/30",2858.8,"COMPLETE",""
"2026-04-09 09:28:22","SELL","BANKNIFTY26MAY54000CE","NRML","30/30",2854.4,"COMPLETE",""
"2026-04-09 09:28:13","BUY","BANKNIFTY26MAY52000CE","NRML","30/30",4448.15,"COMPLETE",""
"2026-04-09 09:27:12","SELL","BANKNIFTY26MAY54000CE","NRML","0/30",0,"REJECTED",""
"2026-04-09 09:26:27","SELL","NIFTY26APR22200PE","NRML","195/195",62.65,"COMPLETE",""
"2026-04-09 09:26:03","SELL","NIFTY26APR23400CE","NRML","65/65",827.9,"COMPLETE",""
"2026-04-09 09:25:57","BUY","NIFTY26APR24000CE","NRML","65/65",423.2,"COMPLETE",""
"2026-04-09 09:25:33","SELL","NIFTY26APR23400CE","NRML","0/65",0,"REJECTED",""
