"Time","Type","Instrument","Product","Qty.","Avg. price","Status",""
"2026-03-25 14:26:50","SELL","BANKNIFTY26APR56000CE","NRML","0/30",0,"REJECTED",""
"2026-03-25 14:26:34","SELL","BANKNIFTY26APR56000CE","NRML","30/30",795.25,"COMPLETE",""
"2026-03-25 14:25:31","SELL","BANKNIFTY26APR54500CE","NRML","30/30",1469.3,"COMPLETE",""
"2026-03-25 14:25:06","SELL","BANKNIFTY26APR54500CE","NRML","30/30",1460.05,"COMPLETE",""
"2026-03-25 14:23:51","BUY","BANKNIFTY26APRFUT","NRML","30/30",54150,"COMPLETE",""
"2026-03-25 12:22:15","SELL","NIFTY26APR22500PE","NRML","65/65",330.05,"COMPLETE",""
"2026-03-25 11:59:56","SELL","BANKNIFTY26APR52000PE","NRML","30/30",951.85,"COMPLETE",""
"2026-03-25 11:59:43","SELL","BANKNIFTY26APR51500PE","NRML","0/30",0,"REJECTED",""
"2026-03-25 11:59:25","SELL","BANKNIFTY26APR52000PE","NRML","30/30",954.45,"COMPLETE",""
"2026-03-25 11:59:17","BUY","BANKNIFTY26APR54000PE","NRML","30/30",1560.95,"COMPLETE",""
"2026-03-25 11:58:55","BUY","NIFTY26APR23500CE","NRML","65/65",667.05,"COMPLETE",""
"2026-03-25 11:58:31","SELL","NIFTY26APR23000PE","NRML","65/65",470.7,"COMPLETE",""
"2026-03-25 11:58:18","SELL","NIFTY26APRFUT","NRML","65/65",23520,"COMPLETE",""
"2026-03-25 11:58:05","BUY","NIFTY26APR23500CE","NRML","65/65",672.75,"COMPLETE",""
"2026-03-25 11:57:27","SELL","NIFTY26APR23400CE","NRML","130/130",736.68,"COMPLETE",""
"2026-03-25 11:57:18","SELL","NIFTY26APR23000CE","NRML","65/65",999.2,"COMPLETE",""
"2026-03-25 11:57:11","BUY","NIFTY26APR23500CE","NRML","65/65",674.1,"COMPLETE",""
"2026-03-25 11:56:58","BUY","NIFTY26APR23500CE","NRML","65/65",674,"COMPLETE",""
"2026-03-25 11:56:10","SELL","BANKNIFTY26APR54000CE","NRML","30/30",1912.55,"COMPLETE",""
"2026-03-25 11:56:05","BUY","BANKNIFTY26APR54500CE","NRML","30/30",1626.65,"COMPLETE",""
"2026-03-25 11:55:59","SELL","BANKNIFTY26APR54000CE","NRML","30/30",1903.1,"COMPLETE",""
"2026-03-25 11:55:52","BUY","BANKNIFTY26APR54500CE","NRML","30/30",1614.95,"COMPLETE",""
"2026-03-25 11:55:46","SELL","BANKNIFTY26APR54000CE","NRML","30/30",1903.7,"COMPLETE",""
"2026-03-25 11:55:31","BUY","BANKNIFTY26APR54500CE","NRML","30/30",1616.8,"COMPLETE",""
"2026-03-25 11:55:19","BUY","NIFTY26APR23000PE","NRML","65/65",465.9,"COMPLETE",""
"2026-03-25 11:54:59","BUY","BANKNIFTY26APR54500CE","NRML","0/30",0,"REJECTED",""
"2026-03-25 11:54:51","BUY","BANKNIFTY26APR51500PE","NRML","30/30",846.8,"COMPLETE",""
"2026-03-25 11:54:43","BUY","BANKNIFTY26APR54500CE","NRML","0/30",0,"REJECTED",""
"2026-03-25 11:54:22","SELL","BANKNIFTY26APRFUT","NRML","30/30",54345,"COMPLETE",""
"2026-03-25 11:54:12","BUY","BANKNIFTY26APR54500CE","NRML","30/30",1610.3,"COMPLETE",""
"2026-03-25 11:29:17","BUY","NIFTY26APRFUT","NRML","65/65",23516,"COMPLETE",""
"2026-03-25 11:29:10","SELL","NIFTY26APRFUT","NRML","65/65",23512.1,"COMPLETE",""
"2026-03-25 11:28:07","BUY","BANKNIFTY26APR54000PE","NRML","0/30",0,"REJECTED",""
"2026-03-25 11:27:44","SELL","BANKNIFTY26APR51500PE","NRML","0/30",0,"REJECTED",""
"2026-03-25 11:27:36","SELL","BANKNIFTY26APR51500PE","NRML","30/30",852.55,"COMPLETE",""
"2026-03-25 11:27:11","SELL","BANKNIFTY26APR53000PE","NRML","0/30",0,"REJECTED",""
"2026-03-25 11:26:53","SELL","BANKNIFTY26APR53600CE","NRML","30/30",2062.95,"COMPLETE",""
"2026-03-25 11:26:48","BUY","BANKNIFTY26APR54000CE","NRML","30/30",1828.3,"COMPLETE",""
"2026-03-25 11:26:40","SELL","BANKNIFTY26APR52500CE","NRML","30/30",2804.5,"COMPLETE",""
"2026-03-25 11:26:31","BUY","BANKNIFTY26APR54000CE","NRML","30/30",1828.4,"COMPLETE",""
"2026-03-25 11:26:18","BUY","BANKNIFTY26APR54000CE","NRML","30/30",1825,"COMPLETE",""
"2026-03-25 11:26:03","SELL","BANKNIFTY26APR53500PE","NRML","60/60",1403.25,"COMPLETE",""
"2026-03-25 11:25:54","BUY","BANKNIFTY26APR54000PE","NRML","30/30",1599.6,"COMPLETE",""
"2026-03-25 11:25:41","BUY","BANKNIFTY26APR54000CE","NRML","0/30",0,"REJECTED",""
"2026-03-25 11:25:14","BUY","BANKNIFTY26APRFUT","NRML","30/30",54248.6,"COMPLETE",""
"2026-03-25 11:25:05","SELL","BANKNIFTY26APRFUT","NRML","30/30",54240,"COMPLETE",""
"2026-03-25 11:24:53","BUY","BANKNIFTY26APR52500PE","NRML","60/60",1102.83,"COMPLETE",""
"2026-03-25 09:41:29","SELL","NIFTY26APR22500PE","NRML","0/65",0,"REJECTED",""
"2026-03-25 09:41:14","SELL","NIFTY26APR22500PE","NRML","65/65",377.3,"COMPLETE",""
"2026-03-25 09:40:56","SELL","NIFTY26APR23000PE","NRML","65/65",526.2,"COMPLETE",""
"2026-03-25 09:40:46","BUY","NIFTY26APR23200PE","NRML","65/65",599.6,"COMPLETE",""
"2026-03-25 09:40:30","BUY","NIFTY26APR22600PE","NRML","65/65",400.3,"COMPLETE",""
"2026-03-25 09:39:56","SELL","NIFTY26APR23000PE","NRML","65/65",524.6,"COMPLETE",""
"2026-03-25 09:39:46","SELL","NIFTY26APR22500PE","NRML","130/130",377.45,"COMPLETE",""
"2026-03-25 09:39:26","BUY","NIFTY26APR22000PE","NRML","130/130",269.98,"COMPLETE",""
"2026-03-25 09:39:08","SELL","NIFTY26APR23000PE","NRML","0/65",0,"REJECTED",""
"2026-03-25 09:38:55","BUY","NIFTY26APR23200PE","NRML","65/65",600.95,"COMPLETE",""
