"Time","Type","Instrument","Product","Qty.","Avg. price","Status",""
"2026-04-08 15:15:46","BUY","BANKNIFTY26APR50500CE","NRML","0/30",5510,"REJECTED",""
"2026-04-08 15:12:40","BUY","BANKNIFTY26APR50500CE","NRML","0/30",5510,"REJECTED",""
"2026-04-08 14:22:00","BUY","BANKNIFTY26APR50500CE","NRML","0/60",5350,"REJECTED",""
"2026-04-08 14:17:04","BUY","BANKNIFTY26APR53000CE","NRML","0/30",0,"REJECTED",""
"2026-04-08 14:16:49","SELL","BANKNIFTY26APRFUT","NRML","0/30",0,"REJECTED",""
"2026-04-08 11:54:54","BUY","NIFTY26MAYFUT","NRML","65/65",24138.3,"COMPLETE",""
"2026-04-08 10:19:58","BUY","NIFTY26APR22400CE","NRML","0/65",1620,"REJECTED",""
"2026-04-08 10:19:05","SELL","NIFTY26APRFUT","NRML","0/65",0,"REJECTED",""
"2026-04-08 10:18:58","SELL","NIFTY26APRFUT","NRML","0/65",0,"REJECTED",""
"2026-04-08 10:15:36","BUY","BANKNIFTY26JUNFUT","NRML","0/30",55860,"REJECTED",""
"2026-04-08 10:14:47","SELL","BANKNIFTY26APRFUT","NRML","0/30",0,"REJECTED",""
"2026-04-08 10:08:41","SELL","BANKNIFTY26APRFUT","NRML","0/30",0,"REJECTED",""
"2026-04-08 10:07:44","SELL","BANKNIFTY26APRFUT","NRML","0/30",0,"REJECTED",""
"2026-04-08 10:07:36","SELL","BANKNIFTY26APRFUT","NRML","0/60",0,"REJECTED",""
"2026-04-08 10:07:21","SELL","NIFTY26APRFUT","NRML","0/65",0,"REJECTED",""
"2026-04-08 10:07:02","SELL","BANKNIFTY26MAY49500PE","NRML","0/30",0,"REJECTED",""
"2026-04-08 10:06:51","SELL","BANKNIFTY26MAY49500PE","NRML","0/60",0,"REJECTED",""
"2026-04-08 10:06:44","BUY","BANKNIFTY26MAY50000PE","NRML","30/30",393,"COMPLETE",""
"2026-04-08 10:06:35","BUY","BANKNIFTY26MAY54500CE","NRML","0/30",0,"REJECTED",""
"2026-04-08 10:06:18","BUY","BANKNIFTY26MAY51000PE","NRML","30/30",498.05,"COMPLETE",""
"2026-04-08 09:58:57","SELL","BANKNIFTY26APR52500CE","NRML","0/30",0,"REJECTED",""
"2026-04-08 09:57:52","SELL","NIFTY26APRFUT","NRML","0/65",0,"REJECTED",""
"2026-04-08 09:57:37","BUY","BANKNIFTY26JUNFUT","NRML","0/30",55920,"REJECTED",""
"2026-04-08 09:57:10","SELL","BANKNIFTY26APRFUT","NRML","0/30",0,"REJECTED",""
"2026-04-08 09:56:50","BUY","NIFTY26APR23400CE","NRML","0/65",804,"REJECTED",""
"2026-04-08 09:56:18","BUY","NIFTY26APR23000PE","NRML","130/130",150.7,"COMPLETE",""
"2026-04-08 09:56:05","BUY","NIFTY26MAY24000CE","NRML","0/65",0,"REJECTED",""
"2026-04-08 09:55:30","SELL","NIFTY26APRFUT","NRML","0/65",0,"REJECTED",""
"2026-04-08 09:55:15","SELL","BANKNIFTY26APRFUT","NRML","0/30",0,"REJECTED",""
"2026-04-08 09:55:00","SELL","BANKNIFTY26APRFUT","NRML","0/60",0,"REJECTED",""
"2026-04-08 09:54:51","BUY","BANKNIFTY26APR53000CE","NRML","0/30",0,"REJECTED",""
"2026-04-08 09:54:25","SELL","NIFTY26APR23400CE","NRML","0/195",0,"REJECTED",""
"2026-04-08 09:54:13","BUY","NIFTY26APR22400CE","NRML","0/65",1650,"REJECTED",""
"2026-04-08 09:53:09","SELL","NIFTY26APRFUT","NRML","0/65",0,"REJECTED",""
"2026-04-08 09:53:00","SELL","NIFTY26APRFUT","NRML","65/65",23975.3,"COMPLETE",""
"2026-04-08 09:52:48","BUY","NIFTY26MAYFUT","NRML","65/65",24115,"COMPLETE",""
"2026-04-08 09:52:26","BUY","NIFTY26APR23600CE","NRML","65/65",669.65,"COMPLETE",""
"2026-04-08 09:51:52","BUY","BANKNIFTY26APR53000CE","NRML","0/30",0,"REJECTED",""
"2026-04-08 09:51:22","BUY","BANKNIFTY26APR53000CE","NRML","0/30",0,"REJECTED",""
