"Product","Instrument","Qty.","Avg.","LTP","P&L","Chg.",""
"NRML","BANKNIFTY26APR53000PE",-30,1089.55,838.45,13582.5,-23.05,""
"NRML","BANKNIFTY26APR54000CE",-60,2228.48,2452.2,-13423.5,10.04,""
"NRML","BANKNIFTY26APR54000PE",30,1410.83,1098.95,-15792,-22.11,""
"NRML","BANKNIFTY26APR54500CE",-30,1920.05,2099.65,-5388,9.35,""
"NRML","BANKNIFTY26APR58500CE",60,989.98,316.15,-40429.5,-68.06,""
"NRML","BANKNIFTY26APR65000CE",180,99.11,29,-12619.5,-70.74,""
"NRML","BANKNIFTY26APRFUT",90,54892.73,55383,44124,0.89,""
"NRML","BANKNIFTY26MAY54000CE",-30,2551,2850,-8970,11.72,""
"NRML","BANKNIFTY26MAY60000CE",30,1950,322.5,-48825,-83.46,""
"NRML","BANKNIFTY26MAYFUT",-90,55548,55494.6,4806,-0.1,""
"NRML","NIFTY26APR23500CE",-130,740.23,773.1,-4273.75,4.44,""
"NRML","NIFTY26APR23600CE",65,697.75,708,666.25,1.47,""
"NRML","NIFTY26APR23800CE",-130,693.05,583,14306.5,-15.88,""
"NRML","NIFTY26APR26000CE",130,160.43,36,-16175.25,-77.56,""
"NRML","NIFTY26APR27000CE",390,42.27,17.8,-9542,-57.89,""
"NRML","NIFTY26APRFUT",195,23628.9,23765,26539.5,0.58,""
"NRML","NIFTY26MAY24500CE",130,739,434,-39650,-41.27,""
"NRML","NIFTY26MAY25000CE",-130,492.5,259.55,30283.5,-47.3,""
"NRML","NIFTY26MAY25500CE",65,449,149.2,-19487,-66.77,""
"NRML","NIFTY26MAYFUT",-195,24129.1,23885.3,47541,-1.01,""
"NRML","NIFTY26APR24800CE",0,0,174,-37482.25,0,""
