"Time","Type","Instrument","Product","Qty.","Avg. price","Status",""
"2026-04-01 14:11:55","BUY","NIFTY26APRFUT","NRML","0/65",0,"REJECTED",""
"2026-04-01 14:11:22","BUY","NIFTY26APR22200PE","NRML","0/65",0,"REJECTED",""
"2026-04-01 14:11:07","BUY","NIFTY26APR22300PE","NRML","0/65",0,"REJECTED",""
"2026-04-01 14:10:14","SELL","NIFTY26APR22200PE","NRML","0/65",0,"REJECTED",""
"2026-04-01 14:06:46","SELL","NIFTY26APR22200PE","NRML","65/65",387.1,"COMPLETE",""
"2026-04-01 13:45:31","SELL","BANKNIFTY26MAYFUT","NRML","30/30",51970,"COMPLETE",""
"2026-04-01 13:44:43","SELL","BANKNIFTY26JUNFUT","NRML","0/30",52370,"REJECTED",""
"2026-04-01 13:44:12","SELL","BANKNIFTY26MAY51000CE","NRML","0/30",0,"REJECTED",""
"2026-04-01 13:42:31","BUY","BANKNIFTY26MAY51000PE","NRML","30/30",1696,"COMPLETE",""
"2026-04-01 13:41:17","SELL","BANKNIFTY26MAY54000CE","NRML","0/30",0,"REJECTED",""
"2026-04-01 13:40:00","SELL","BANKNIFTY26APR51500PE","NRML","0/30",0,"REJECTED",""
"2026-04-01 13:39:41","SELL","BANKNIFTY26MAY50000PE","NRML","30/30",1264.75,"COMPLETE",""
"2026-04-01 13:39:07","BUY","BANKNIFTY26MAY52500CE","NRML","30/30",1990,"COMPLETE",""
"2026-04-01 13:37:45","SELL","BANKNIFTY26MAY50000PE","NRML","0/30",0,"REJECTED",""
"2026-04-01 13:37:13","SELL","BANKNIFTY26APR51500PE","NRML","0/30",0,"REJECTED",""
"2026-04-01 13:36:29","SELL","BANKNIFTY26APR51500PE","NRML","30/30",1376.35,"COMPLETE",""
"2026-04-01 13:35:26","BUY","BANKNIFTY26MAY52500CE","NRML","30/30",2010,"COMPLETE",""
"2026-04-01 10:58:01","SELL","NIFTY26APR23500CE","NRML","0/65",0,"REJECTED",""
"2026-04-01 10:57:53","SELL","NIFTY26APR23500CE","NRML","65/65",348.05,"COMPLETE",""
