"Time","Type","Instrument","Product","Qty.","Avg. price","Status",""
"2026-04-01 10:57:45","SELL","NIFTY26APR23500CE","NRML","65/65",348.8,"COMPLETE",""
"2026-04-01 10:56:22","SELL","BANKNIFTY26APR56000CE","NRML","0/30",0,"REJECTED",""
"2026-04-01 10:56:07","SELL","BANKNIFTY26APR54000CE","NRML","0/30",0,"REJECTED",""
"2026-04-01 10:54:38","SELL","BANKNIFTY26JUNFUT","NRML","0/30",52140,"REJECTED",""
"2026-04-01 10:50:41","BUY","BANKNIFTY26MAY51000CE","NRML","0/30",0,"REJECTED",""
"2026-04-01 10:50:34","BUY","BANKNIFTY26MAY51000PE","NRML","30/30",1813.95,"COMPLETE",""
"2026-04-01 10:50:17","SELL","BANKNIFTY26MAY51000PE","NRML","30/30",1804.6,"COMPLETE",""
"2026-04-01 10:50:00","SELL","BANKNIFTY26APR51000PE","NRML","0/60",0,"REJECTED",""
"2026-04-01 10:49:49","SELL","BANKNIFTY26MAY50000PE","NRML","0/30",0,"REJECTED",""
"2026-04-01 10:49:43","BUY","BANKNIFTY26MAY51000PE","NRML","30/30",1803.2,"COMPLETE",""
"2026-04-01 10:49:18","SELL","BANKNIFTY26APRFUT","NRML","0/30",0,"REJECTED",""
"2026-04-01 10:34:06","SELL","BANKNIFTY26APR50000PE","NRML","30/30",1061.3,"COMPLETE",""
"2026-04-01 10:33:58","BUY","BANKNIFTY26APR51000PE","NRML","30/30",1423.2,"COMPLETE",""
"2026-04-01 10:30:39","SELL","BANKNIFTY26MAY52000CE","NRML","0/30",0,"REJECTED",""
"2026-04-01 10:30:08","SELL","BANKNIFTY26APR50000PE","NRML","30/30",1043.8,"COMPLETE",""
"2026-04-01 10:29:58","SELL","BANKNIFTY26APR49000PE","NRML","0/30",0,"REJECTED",""
"2026-04-01 10:29:46","BUY","BANKNIFTY26APR51000PE","NRML","30/30",1433.75,"COMPLETE",""
"2026-04-01 10:29:32","SELL","BANKNIFTY26APR50000PE","NRML","0/60",0,"REJECTED",""
"2026-04-01 10:29:18","SELL","BANKNIFTY26APR49000PE","NRML","0/30",0,"REJECTED",""
"2026-04-01 10:29:01","SELL","BANKNIFTY26APR51000CE","NRML","0/30",0,"REJECTED",""
"2026-04-01 10:28:22","SELL","NIFTY26APR22400PE","NRML","0/65",0,"REJECTED",""
"2026-04-01 10:28:11","SELL","NIFTY26APR22200PE","NRML","130/130",381.95,"COMPLETE",""
"2026-04-01 10:28:01","BUY","NIFTY26APR22500PE","NRML","65/65",475.8,"COMPLETE",""
"2026-04-01 10:27:41","SELL","BANKNIFTY26JUNFUT","NRML","0/30",52100,"REJECTED",""
"2026-04-01 10:27:34","SELL","BANKNIFTY26JUNFUT","NRML","30/30",52100,"COMPLETE",""
"2026-04-01 10:27:11","SELL","BANKNIFTY26APR51000CE","NRML","0/30",0,"REJECTED",""
"2026-04-01 10:27:00","SELL","BANKNIFTY26JUN51000CE","NRML","30/30",3115.5,"COMPLETE",""
"2026-04-01 10:26:06","SELL","BANKNIFTY26APRFUT","NRML","30/30",51476,"COMPLETE",""
"2026-04-01 10:25:38","BUY","BANKNIFTY26APR51000CE","NRML","0/30",0,"REJECTED",""
"2026-04-01 10:24:45","SELL","BANKNIFTY26APR54500CE","NRML","30/30",490,"COMPLETE",""
"2026-04-01 10:24:38","BUY","BANKNIFTY26APR51000CE","NRML","0/30",0,"REJECTED",""
"2026-04-01 10:24:30","BUY","BANKNIFTY26APR51000CE","NRML","0/30",0,"REJECTED",""
"2026-04-01 10:24:05","SELL","BANKNIFTY26JUNFUT","NRML","0/30",52251,"REJECTED",""
"2026-04-01 10:23:50","BUY","BANKNIFTY26APR51500CE","NRML","30/30",1707.7,"COMPLETE",""
"2026-04-01 10:22:08","SELL","BANKNIFTY26JUNFUT","NRML","0/30",52302,"REJECTED",""
"2026-04-01 10:21:32","SELL","BANKNIFTY26JUN54000CE","NRML","0/30",1690,"REJECTED",""
"2026-04-01 10:21:24","BUY","BANKNIFTY26MAYFUT","NRML","60/60",52019.8,"COMPLETE",""
"2026-04-01 10:21:12","SELL","BANKNIFTY26JUN54000CE","NRML","0/30",1690,"REJECTED",""
"2026-04-01 10:21:00","BUY","BANKNIFTY26MAYFUT","NRML","30/30",52031.8,"COMPLETE",""
"2026-04-01 10:20:07","SELL","NIFTY26JUN24500CE","NRML","65/65",403,"COMPLETE",""
"2026-04-01 10:18:56","SELL","NIFTY26JUN24000CE","NRML","0/65",583,"REJECTED",""
"2026-04-01 10:18:03","SELL","BANKNIFTY26JUNFUT","NRML","30/30",52380,"COMPLETE",""
"2026-04-01 10:17:49","BUY","BANKNIFTY26MAYFUT","NRML","30/30",52064.8,"COMPLETE",""
"2026-04-01 10:17:23","SELL","NIFTY26APR22300PE","NRML","0/65",0,"REJECTED",""
"2026-04-01 10:17:06","SELL","NIFTY26APR22400PE","NRML","0/65",0,"REJECTED",""
"2026-04-01 10:16:59","BUY","NIFTY26APR22500PE","NRML","65/65",442,"COMPLETE",""
"2026-04-01 10:16:47","SELL","NIFTY26APR22400PE","NRML","65/65",410.1,"COMPLETE",""
"2026-04-01 10:16:17","BUY","NIFTY26APR22500PE","NRML","65/65",443.7,"COMPLETE",""
"2026-04-01 10:15:52","SELL","NIFTY26APR22500PE","NRML","0/65",0,"REJECTED",""
"2026-04-01 10:15:36","SELL","NIFTY26JUN23000CE","NRML","0/65",1095,"REJECTED",""
"2026-04-01 10:15:15","SELL","NIFTY26JUNFUT","NRML","65/65",23250,"COMPLETE",""
"2026-04-01 10:14:53","BUY","NIFTY26MAYFUT","NRML","65/65",23099.9,"COMPLETE",""
"2026-04-01 10:14:32","SELL","NIFTY26APR22500PE","NRML","0/65",0,"REJECTED",""
"2026-04-01 10:13:42","SELL","NIFTY26JUN23000CE","NRML","0/65",1091,"REJECTED",""
"2026-04-01 10:12:48","SELL","NIFTY26JUNFUT","NRML","0/65",23255,"REJECTED",""
"2026-04-01 10:12:28","SELL","NIFTY26APR22500CE","NRML","130/130",934.3,"COMPLETE",""
"2026-04-01 10:12:15","BUY","NIFTY26APR23000CE","NRML","130/130",622,"COMPLETE",""
"2026-04-01 10:12:00","BUY","NIFTY26MAYFUT","NRML","65/65",23103.1,"COMPLETE",""
"2026-04-01 10:06:13","SELL","BANKNIFTY26APR49000PE","NRML","0/30",0,"REJECTED",""
"2026-04-01 09:38:07","SELL","NIFTY26JUNFUT","NRML","0/65",23190,"REJECTED",""
