"Time","Type","Instrument","Product","Qty.","Avg. price","Status",""
"2026-03-18 13:54:20","SELL","BANKNIFTY26MAR55000CE","NRML","30/30",1103.95,"COMPLETE",""
"2026-03-18 13:54:03","BUY","BANKNIFTY26MAR55600CE","NRML","30/30",735.4,"COMPLETE",""
"2026-03-18 13:52:51","SELL","NIFTY26MAR23500PE","NRML","65/65",195.9,"COMPLETE",""
"2026-03-18 13:52:32","SELL","BANKNIFTY26MAR52000PE","NRML","60/60",140,"COMPLETE",""
"2026-03-18 13:52:13","SELL","BANKNIFTY26APR54000PE","NRML","30/30",831.55,"COMPLETE",""
"2026-03-18 13:52:07","SELL","BANKNIFTY26APR54500PE","NRML","30/30",958.05,"COMPLETE",""
"2026-03-18 13:52:04","BUY","BANKNIFTY26APR55500PE","NRML","30/30",1280.9,"COMPLETE",""
"2026-03-18 13:51:28","SELL","NIFTY26MAR23800PE","NRML","65/65",291.3,"COMPLETE",""
"2026-03-18 13:51:24","BUY","NIFTY26MAR23400PE","NRML","130/130",174.2,"COMPLETE",""
"2026-03-18 13:49:56","SELL","BANKNIFTY26MAR55000PE","NRML","30/30",624.05,"COMPLETE",""
"2026-03-18 13:49:45","BUY","BANKNIFTY26MAR54000PE","NRML","30/30",376.3,"COMPLETE",""
"2026-03-18 13:49:33","SELL","BANKNIFTY26MAR55000PE","NRML","30/30",624.05,"COMPLETE",""
"2026-03-18 13:49:25","BUY","BANKNIFTY26MAR54000PE","NRML","60/60",376.05,"COMPLETE",""
"2026-03-18 13:49:03","SELL","BANKNIFTY26MAR54500PE","NRML","30/30",481.5,"COMPLETE",""
"2026-03-18 13:48:54","BUY","BANKNIFTY26MAR55500PE","NRML","30/30",813.75,"COMPLETE",""
"2026-03-18 13:48:50","BUY","BANKNIFTY26APR53000PE","NRML","30/30",633.75,"COMPLETE",""
"2026-03-18 11:31:29","BUY","BANKNIFTY26MAR56000CE","NRML","30/30",465.75,"COMPLETE",""
"2026-03-18 11:28:52","BUY","NIFTY26APR24000CE","NRML","65/65",544.8,"COMPLETE",""
"2026-03-18 11:28:43","SELL","NIFTY26APR23600CE","NRML","65/65",798.2,"COMPLETE",""
"2026-03-18 11:28:24","BUY","NIFTY26APR24000CE","NRML","65/65",543,"COMPLETE",""
"2026-03-18 11:27:33","SELL","BANKNIFTY26MAR54500CE","NRML","30/30",1262.8,"COMPLETE",""
"2026-03-18 11:27:07","BUY","BANKNIFTY26MAR55000CE","NRML","30/30",919.75,"COMPLETE",""
"2026-03-18 11:24:34","SELL","BANKNIFTY26MAR55000PE","NRML","30/30",731.55,"COMPLETE",""
"2026-03-18 11:24:30","BUY","BANKNIFTY26MAR53500PE","NRML","30/30",334.1,"COMPLETE",""
