"Time","Type","Instrument","Product","Qty.","Avg. price","Status",""
"2026-03-23 15:27:21","BUY","BANKNIFTY26APR50500PE","NRML","0/30",0,"REJECTED",""
"2026-03-23 15:25:28","BUY","BANKNIFTY26APR50000PE","NRML","0/30",0,"REJECTED",""
"2026-03-23 15:24:55","BUY","BANKNIFTY26APR50000PE","NRML","0/30",0,"REJECTED",""
"2026-03-23 15:24:46","BUY","BANKNIFTY26APR51000PE","NRML","30/30",1723.45,"COMPLETE",""
"2026-03-23 14:59:53","BUY","BANKNIFTY26APR50000PE","NRML","30/30",1260.05,"COMPLETE",""
"2026-03-23 14:59:28","BUY","BANKNIFTY26APR50500PE","NRML","0/30",0,"REJECTED",""
"2026-03-23 14:59:12","BUY","NIFTY26APR22500PE","NRML","0/65",0,"REJECTED",""
"2026-03-23 14:58:58","BUY","NIFTY26APR22500PE","NRML","0/65",0,"REJECTED",""
"2026-03-23 14:58:48","SELL","NIFTY26APR22700PE","NRML","65/65",753.7,"COMPLETE",""
"2026-03-23 14:58:41","BUY","NIFTY26APR22500PE","NRML","65/65",678.35,"COMPLETE",""
"2026-03-23 14:58:35","SELL","NIFTY26APR22700PE","NRML","65/65",752.6,"COMPLETE",""
"2026-03-23 14:58:28","BUY","NIFTY26APR22500PE","NRML","0/65",0,"REJECTED",""
"2026-03-23 14:58:22","BUY","NIFTY26APR22500PE","NRML","65/65",684.7,"COMPLETE",""
"2026-03-23 14:57:56","SELL","BANKNIFTY26APR50500PE","NRML","30/30",1374.75,"COMPLETE",""
"2026-03-23 14:57:05","BUY","BANKNIFTY26APR50500PE","NRML","30/30",1382.05,"COMPLETE",""
"2026-03-23 14:56:52","SELL","BANKNIFTY26APR51000PE","NRML","30/30",1542.65,"COMPLETE",""
"2026-03-23 14:56:40","SELL","BANKNIFTY26APR52000CE","NRML","0/30",0,"REJECTED",""
"2026-03-23 14:56:30","SELL","BANKNIFTY26APR53500CE","NRML","30/30",1336.9,"COMPLETE",""
"2026-03-23 14:56:01","SELL","BANKNIFTY26MAY52000CE","NRML","30/30",2580,"COMPLETE",""
