"Product","Instrument","Qty.","Avg.","LTP","P&L","Chg.",""
"NRML","BANKNIFTY26APR51000PE",-90,1313.55,1082.45,25543.5,-17.59,""
"NRML","BANKNIFTY26APR51500PE",-60,1274.85,1220,3291,-4.3,""
"NRML","BANKNIFTY26APR52000CE",-60,2329.38,2557.6,-13693.5,9.8,""
"NRML","BANKNIFTY26APR52000PE",120,1572.79,1368,-33984,-13.02,""
"NRML","BANKNIFTY26APR52500CE",30,2070.7,2265.8,5853,9.42,""
"NRML","BANKNIFTY26APR52500PE",60,1635.4,1537.2,-5892,-6,""
"NRML","BANKNIFTY26APR53500CE",-30,1336.9,1635.25,-8950.5,22.32,""
"NRML","BANKNIFTY26APR58500CE",90,708.97,170.8,-48435,-75.91,""
"NRML","BANKNIFTY26APR65000CE",180,99.11,16.6,-14851.5,-83.25,""
"NRML","BANKNIFTY26APRFUT",120,54379.5,53158,-146580,-2.25,""
"NRML","BANKNIFTY26MAY52000CE",-30,2580,2960,-11400,14.73,""
"NRML","BANKNIFTY26MAY54000CE",30,1810,1900,2700,4.97,""
"NRML","BANKNIFTY26MAY60000CE",30,1950,235.7,-51429,-87.91,""
"NRML","BANKNIFTY26MAYFUT",-60,55294.25,53431.8,246852,-3.37,""
"NRML","NIFTY26APR22000PE",-130,451.24,347.25,24709.75,-23.04,""
"NRML","NIFTY26APR22500PE",260,629.69,484.85,-45990.75,-23,""
"NRML","NIFTY26APR22600PE",-130,530.45,516.45,1820,-2.64,""
"NRML","NIFTY26APR22700CE",-130,832.03,948.9,-15193.75,14.05,""
"NRML","NIFTY26APR22900PE",130,645.42,616.45,-3766.75,-4.49,""
"NRML","NIFTY26APR23000CE",65,697.2,768,4602,10.15,""
"NRML","NIFTY26APR23100CE",-65,723.7,713.45,666.25,-1.42,""
"NRML","NIFTY26APR23400CE",130,596.03,560,-4683.25,-6.04,""
"NRML","NIFTY26APR24000CE",-130,277.5,311.8,-21833.5,12.36,""
"NRML","NIFTY26APR26000CE",130,160.43,36.5,-16110.25,-77.25,""
"NRML","NIFTY26APR27000CE",390,42.27,15,-10634,-64.51,""
"NRML","NIFTY26APRFUT",325,23448.12,23105.9,-111221.5,-1.46,""
"NRML","NIFTY26MAY23000CE",130,914.5,990,9815,8.26,""
"NRML","NIFTY26MAY24000CE",-65,437.05,483.65,-3029,10.66,""
"NRML","NIFTY26MAY24500CE",-65,263.7,316.3,-65208,19.95,""
"NRML","NIFTY26MAYFUT",-195,23916.86,23235,241104.5,-2.85,""
"NRML","BANKNIFTY26APR50000PE",0,0,895.4,-9597,0,""
"NRML","BANKNIFTY26APR50500PE",0,0,940.15,-35131.5,0,""
"NRML","NIFTY26APR22700PE",0,0,546,139.75,0,""
"NRML","NIFTY26MAY25500CE",0,0,122.55,-22470.5,0,""
