"Time","Type","Instrument","Product","Qty.","Avg. price","Status",""
"2026-04-07 15:17:47","SELL","NIFTY26APR22200PE","NRML","0/65",0,"REJECTED",""
"2026-04-07 15:03:52","SELL","BANKNIFTY26MAY54500CE","NRML","30/30",1363.45,"COMPLETE",""
"2026-04-07 15:03:49","BUY","BANKNIFTY26MAY53000CE","NRML","30/30",2136.8,"COMPLETE",""
"2026-04-07 15:03:38","SELL","BANKNIFTY26MAY54500CE","NRML","0/30",0,"REJECTED",""
"2026-04-07 15:03:22","SELL","BANKNIFTY26MAY52500CE","NRML","30/30",2418.25,"COMPLETE",""
"2026-04-07 15:03:11","BUY","BANKNIFTY26MAY53000CE","NRML","30/30",2134.8,"COMPLETE",""
"2026-04-07 15:02:46","SELL","BANKNIFTY26APR53000CE","NRML","30/30",1415.2,"COMPLETE",""
"2026-04-07 15:02:38","SELL","BANKNIFTY26APR53000CE","NRML","30/30",1416.55,"COMPLETE",""
"2026-04-07 15:02:31","BUY","BANKNIFTY26APR55000CE","NRML","60/60",532.6,"COMPLETE",""
"2026-04-07 15:00:27","SELL","BANKNIFTY26APR55000CE","NRML","30/30",524.9,"COMPLETE",""
"2026-04-07 14:59:57","SELL","BANKNIFTY26APR55000CE","NRML","30/30",524.8,"COMPLETE",""
"2026-04-07 14:59:43","BUY","BANKNIFTY26APR53000CE","NRML","60/60",1396.63,"COMPLETE",""
"2026-04-07 14:58:18","SELL","NIFTY26APR23600CE","NRML","0/65",0,"REJECTED",""
"2026-04-07 14:58:07","SELL","NIFTY26APR23200CE","NRML","65/65",536.3,"COMPLETE",""
"2026-04-07 14:57:56","SELL","NIFTY26APR23500CE","NRML","130/130",385.73,"COMPLETE",""
"2026-04-07 14:57:48","BUY","NIFTY26APR23400CE","NRML","195/195",437,"COMPLETE",""
"2026-04-07 13:37:21","BUY","NIFTY26JUN24000CE","NRML","65/65",610,"COMPLETE",""
"2026-04-07 13:20:08","SELL","BANKNIFTY26JUN51000PE","NRML","0/30",1700,"REJECTED",""
"2026-04-07 13:18:09","SELL","NIFTY26JUNFUT","NRML","0/65",23350,"REJECTED",""
"2026-04-07 13:17:21","SELL","NIFTY26MAY25000CE","NRML","0/65",0,"REJECTED",""
"2026-04-07 13:16:59","SELL","NIFTY26MAY24000CE","NRML","0/65",0,"REJECTED",""
"2026-04-07 09:27:04","SELL","BANKNIFTY26APR53000CE","NRML","0/30",0,"REJECTED",""
"2026-04-07 09:26:09","SELL","BANKNIFTY26MAY51000PE","NRML","0/30",0,"REJECTED",""
"2026-04-07 09:25:14","SELL","BANKNIFTY26APR52000PE","NRML","30/30",1448.5,"COMPLETE",""
"2026-04-07 09:24:00","SELL","BANKNIFTY26MAY54000CE","NRML","0/30",0,"REJECTED",""
"2026-04-07 09:22:58","SELL","BANKNIFTY26APR51000PE","NRML","0/30",0,"REJECTED",""
"2026-04-07 09:22:53","BUY","BANKNIFTY26APR52000PE","NRML","30/30",1448.95,"COMPLETE",""
"2026-04-07 09:21:23","SELL","NIFTY26APR23600CE","NRML","0/65",0,"REJECTED",""
"2026-04-07 09:20:21","SELL","BANKNIFTY26APR53000CE","NRML","0/30",0,"REJECTED",""
"2026-04-07 09:19:50","SELL","BANKNIFTY26MAY54000CE","NRML","0/30",0,"REJECTED",""
"2026-04-07 09:19:36","SELL","BANKNIFTY26MAY55000CE","NRML","0/30",0,"REJECTED",""
"2026-04-07 09:19:05","SELL","BANKNIFTY26MAY54000CE","NRML","30/30",1342.35,"COMPLETE",""
"2026-04-07 09:18:48","SELL","BANKNIFTY26MAY51000PE","NRML","30/30",1561.9,"COMPLETE",""
"2026-04-07 09:17:38","SELL","BANKNIFTY26APR52500PE","NRML","30/30",1680.05,"COMPLETE",""
"2026-04-07 09:16:57","SELL","BANKNIFTY26MAY51500CE","NRML","30/30",2624.1,"COMPLETE",""
"2026-04-07 09:16:49","BUY","BANKNIFTY26MAY52500CE","NRML","30/30",2135.95,"COMPLETE",""
