round,timestamp,timesteps,source,val_sharpe,val_mdd_pct,val_cagr_pct,val_constraints_met,backtest_sharpe,backtest_mdd_pct,backtest_return_pct,backtest_cagr_pct,backtest_trade_count,backtest_constraints_met,notes
1,2026-07-12 07:08:02,50000,trained,-0.449,-19.01,0.28,False,0.418,-9.74,19.22,12.91,109,False,F34-P2.5 50k seed42 rita_ddqn_v2_reliance_f34p25
