date,Close,High,Low,Open,Volume
2009-09-01,7377.1142578125,7577.311632703932,7342.91446090037,7459.51320027426,0
2009-09-02,7339.46435546875,7395.563799991,7292.615291530818,7326.81460039892,0
2009-09-03,7350.91455078125,7423.313611536769,7324.615051806954,7357.914469412112,0
2009-09-04,7444.0634765625,7468.363487407457,7346.214514935379,7382.264389364098,0
2009-09-07,7650.56103515625,7662.660992262134,7495.312838484207,7503.062748463005,0
2009-09-08,7717.81005859375,7775.009588041168,7655.310786153636,7692.110650731714,0
2009-09-09,7776.10986328125,7790.459305964378,7688.660683831714,7694.560517639398,0
2009-09-10,7828.208984375,7944.557732191248,7794.309475322233,7861.958592823114,0
2009-09-11,7914.8583984375,7931.807908887584,7803.059402118415,7927.908051774548,0
2009-09-14,7985.50732421875,8004.956805291255,7877.858672507559,7879.358655081172,0
2009-09-15,8210.6044921875,8225.203931390868,8000.306650458564,8000.306650458564,0
2009-09-16,8362.7021484375,8374.751812413902,8273.653383625424,8290.353383922082,0
2009-09-17,8433.251953125,8495.851814162104,8398.60294029475,8446.00180548293,0
2009-09-18,8379.15234375,8434.601892816341,8292.053749480317,8434.601892816341,0
2009-09-22,8451.9013671875,8465.250820775762,8369.052724647567,8377.70203777348,0
2009-09-23,8423.6025390625,8534.551448125518,8406.052937830496,8478.151711352213,0
2009-09-24,8544.900390625,8584.100128979402,8341.00237687425,8355.602792612191,0
2009-09-25,8456.1513671875,8548.749896490375,8436.851787610896,8485.051420721376,0
2009-09-29,8487.6015625,8566.950249778913,8465.802011140964,8490.301726434405,0
2009-09-30,8812.2470703125,8832.147229379802,8487.500849050524,8512.950748228703,0
2009-10-01,8860.947265625,8911.646874240596,8786.898317833435,8835.197563601077,0
2009-10-05,8661.599609375,8789.098128752636,8631.849954853553,8765.798594639346,0
2009-10-06,8808.2978515625,8819.897325905824,8554.90041078507,8709.549001116558,0
2009-10-07,8749.8984375,8971.395866517856,8724.648730580357,8827.197344957623,0
2009-10-08,8834.4970703125,8870.797430236324,8738.198383331759,8784.548431299703,0
2009-10-09,8696.6982421875,8861.096712920695,8658.04927947851,8827.746516456215,0
2009-10-12,8963.6953125,8981.19510850021,8698.448404553967,8720.598536968964,0
2009-10-14,9149.8935546875,9166.643359828597,8983.99509404271,8983.99509404271,0
2009-10-15,9296.6416015625,9313.791792217022,9155.14325142712,9156.992839236009,0
2009-10-16,9526.58984375,9555.78970082501,9259.793129510894,9312.691930818411,0
2009-10-20,9476.2900390625,9630.237465092045,9429.689995783316,9547.93861877604,0
2009-10-21,9272.9423828125,9453.640484838088,9259.5929280835,9394.891165416246,0
2009-10-22,9089.994140625,9249.892675990426,9056.994523510655,9244.392739804702,0
2009-10-23,9188.2939453125,9261.49231606792,9130.944023767144,9188.993155962226,0
2009-10-26,9033.744140625,9225.092492575,9013.994371203093,9193.092866169884,0
2009-10-27,8698.6982421875,9100.243358595815,8661.498481204439,8948.19532915992,0
2009-10-28,8609.0,8680.799950497509,8410.852878574382,8651.999502479548,0
2009-10-29,8417.751953125,8552.650778758121,8370.053287738037,8541.551298150715,0
2009-10-30,8438.501953125,8727.948798756042,8411.053052032892,8476.852095247817,0
2009-11-03,8255.3544921875,8506.701187736782,8207.654849850021,8372.002553965971,0
2009-11-04,8506.6513671875,8521.000810183761,8267.854331300818,8330.403410745052,0
2009-11-05,8537.1005859375,8564.150075016361,8319.402930682618,8521.45037791635,0
2009-11-06,8723.6484375,8779.897782633616,8612.199539698371,8612.199539698371,0
2009-11-09,9137.3935546875,9150.643400334517,8750.598255939927,8750.598255939927,0
2009-11-10,9179.3935546875,9267.34273013116,9123.894198264476,9181.893525697546,0
2009-11-11,9337.4912109375,9355.291785541578,9095.544800930473,9147.544197272253,0
2009-11-12,9084.6943359375,9332.54204448727,9024.795617269116,9323.641757190147,0
2009-11-13,9155.5439453125,9215.642855958144,9055.744324365143,9055.744324365143,0
2009-11-16,9266.29296875,9338.991344725451,9201.742935812794,9201.742935812794,0
2009-11-17,9299.4912109375,9315.091615030704,9117.893718332549,9259.09226778058,0
2009-11-18,9223.7421875,9308.341788170615,9205.942590110806,9236.292822582349,0
2009-11-19,9041.544921875,9210.09276046821,8992.395104577881,9210.09276046821,0
2009-11-20,9218.9423828125,9241.192123551864,8889.996020481436,8993.195013288394,0
2009-11-23,9273.9921875,9324.891988545887,9223.043558894688,9256.642779085489,0
2009-11-24,9247.54296875,9295.792408271906,9163.593748613574,9265.991973191543,0
2009-11-25,9303.0419921875,9340.641163459411,9214.142637411976,9215.392622847225,0
2009-11-26,9067.544921875,9291.441731691602,9045.24440001254,9291.441731691602,0
2009-11-27,8944.9462890625,8994.0961108999,8591.65057289892,8994.0961108999,0
2009-11-30,9046.8447265625,9137.643472711852,8988.895206829564,9121.59385513192,0
2009-12-01,9250.8427734375,9260.592660220667,9055.944645992491,9055.944645992491,0
2009-12-02,9327.1416015625,9406.940478841156,9293.792379766426,9293.792379766426,0
2009-12-03,9345.1416015625,9435.790940705656,9294.642187327578,9370.541697560537,0
2009-12-04,9244.9423828125,9338.591685276726,9195.442957972497,9263.092562540962,0
2009-12-07,9175.4931640625,9309.641998420786,9150.143848766056,9257.492212787816,0
2009-12-08,9289.9912109375,9300.991082587658,9124.393533806466,9125.893516304212,0
2009-12-09,9146.2431640625,9265.941966302877,9119.393867163535,9224.19245218981,0
2009-12-10,9205.54296875,9224.592551142969,9078.794447811457,9140.242949502906,0
2009-12-11,9097.0947265625,9292.942065347312,9054.645023398016,9265.242191178122,0
