round,timestamp,timesteps,source,val_sharpe,val_mdd_pct,val_cagr_pct,val_constraints_met,backtest_sharpe,backtest_mdd_pct,backtest_return_pct,backtest_cagr_pct,backtest_trade_count,backtest_constraints_met,notes
1,2026-07-12 07:17:23,50000,trained,0.317,-7.21,9.81,False,-0.131,-13.6,7.46,5.09,104,False,F34-P2.5 50k seed42 rita_ddqn_v2_dji_f34p25
