Date,Open,High,Low,Close,Volume
2001-01-02,20.791992354153702,20.791992354153702,19.323632601395232,19.499835968017575,891215
2001-01-03,18.471989841149476,23.02391132263596,18.442622194206304,22.90644073486328,3096769
2001-01-04,22.11351958925144,23.728717580972965,22.084151951533315,22.671497344970703,2151825
2001-01-05,24.815307620483896,24.844675263668886,22.78896968442582,23.141376495361328,2249358
2001-01-08,22.75960419941181,22.906439975618227,21.849219442561164,22.49530029296875,2574538
2001-01-09,22.994544843202885,23.66999094262048,22.788973757805657,23.611255645751957,1513854
2001-01-10,22.43656688387973,23.904929676451967,22.20162815004824,23.611255645751957,1229125
2001-01-11,23.43504750901256,26.078098533406937,23.376314677565208,25.96063041687012,2384536
2001-01-12,26.28367410586579,26.547978027019816,25.49075988876116,25.78443145751953,1887219
2001-01-16,24.433537572304235,24.551005700788,23.846192022600672,24.198598861694336,2092552
2001-01-17,26.019352391679583,26.43049430847168,25.725680996051576,26.43049430847168,3385262
2001-01-18,26.66544730212085,28.016339396145487,25.901898316641308,27.781400680541992,5586572
2001-01-19,27.957598907671475,27.957598907671475,26.84164573665992,27.07658195495605,3252548
2001-01-22,25.402641970132542,26.606697636576705,25.37327433984153,26.43049430847168,1126116
2001-01-23,26.01936205547116,27.017849588006328,25.608222439619738,26.841646194458008,1736915
2001-01-24,27.017849588006328,28.77988106984756,26.430504124964585,26.841646194458008,2509447
2001-01-25,26.60670411495372,27.54645624487798,26.327715239720607,26.782907485961918,1136315
2001-01-26,25.72569126605544,26.430504859845566,25.432019753190247,26.195566177368164,710385
2001-01-29,25.549489579539333,26.19556793258976,25.37328616928537,26.1368350982666,1018248
2001-01-30,26.166199377101098,26.959113394448742,26.136831736895275,26.60670661926269,1448900
2001-01-31,26.489236018828823,27.605189066119586,26.31303264782063,26.782907485961918,1781404
2001-02-01,27.238107268968417,27.252789864931056,25.960633089093232,26.37177276611328,1279774
2001-02-02,25.490754967963458,25.843159310258983,24.90340949018677,25.13834571838379,2835996
2001-02-05,24.19859543594627,24.316063547800304,23.552517140286056,24.13986015319824,1470940
2001-02-06,23.141371493987325,23.728716869821938,23.08263622031137,23.49377822875977,2217258
2001-02-07,22.671497344970703,23.43504365743341,22.436558696867404,22.671497344970703,2867685
2001-02-08,23.023906707763675,23.493781603745997,22.84770331506505,23.023906707763672,1628430
2001-02-09,22.201624396598024,22.78896990505765,21.96668815612793,21.96668815612793,1905699
2001-02-12,21.73174536362196,22.788965607282623,21.73174536362196,22.7302303314209,1052676
2001-02-13,22.90643777637104,23.4350479921477,21.96668791741842,22.084156036376957,1071635
2001-02-14,21.673013965249325,23.669986711764587,21.49681055978157,23.141376495361328,4712468
2001-02-15,23.7874531589387,24.198595227346672,23.55251693725586,23.55251693725586,1887219
2001-02-16,22.671503045591606,23.25884613307137,22.436564338414303,23.20011329650879,1032964
2001-02-20,23.20011150478549,23.317579622481016,22.084155798930446,22.201623916625977,631195
2001-02-21,21.43807664178701,22.43656173767692,20.96820173554036,21.261873245239254,2133276
2001-02-22,20.90946617862437,21.555544472967345,20.204652601653123,20.850730895996094,1314955
2001-02-23,19.73477770853215,22.20162415533549,19.55857430327326,22.084156036376957,3639191
2001-02-26,21.67301290772342,22.08415498496739,20.98288436794053,21.790483474731445,2224787
2001-02-27,21.614276814035215,21.73174490966312,20.557055365638195,20.61578941345215,660968
2001-02-28,20.79199996822743,20.850735263157745,19.55857717700982,19.91098403930664,1851559
2001-03-01,19.264901320901387,20.38085450064674,18.677555863280368,20.087182998657227,1966546
2001-03-02,18.91249216681375,20.96819991738115,18.736288785544648,20.43958854675293,6344663
2001-03-05,20.67452815208421,21.320606466750004,20.439590694644014,21.20313835144043,3014430
2001-03-06,22.4071984742025,24.78594601921029,22.4071984742025,23.72872543334961,4597892
2001-03-07,23.96365547180176,24.316062242082428,23.317577210834493,23.96365547180176,2554620
2001-03-08,23.728717086501188,24.022388550279334,22.9064330620957,23.376310348510746,1735546
2001-03-09,22.436563090710315,22.84770519199628,21.849217582250684,21.96668815612793,2284333
2001-03-12,21.20314202068507,22.612769462907075,20.96820574940975,21.1444091796875,3502234
2001-03-13,21.731752032633946,23.02391132263596,21.555548604617417,22.90644073486328,2233137
2001-03-14,21.49680969862824,23.023907453935312,21.379341584236183,22.377826690673828,1751972
2001-03-15,22.554024571144524,22.8476984657392,21.555539708990462,21.61427497863769,1793792
2001-03-16,19.499836703308624,19.96971154747217,18.9124913078729,19.02996063232422,4767840
2001-03-19,19.20616566909257,20.439589388788796,18.61882144960612,20.14591789245605,1669155
2001-03-20,20.028454589743145,20.38086024611125,19.323640823364254,19.323640823364254,953157
2001-03-21,19.206173216834163,19.79351766713828,18.91250037827138,19.08870506286621,1132413
2001-03-22,19.7641435902706,21.614279180601905,19.02996239151626,21.555543899536133,2325332
2001-03-23,22.084148981907788,22.436555679854223,20.850725539095254,21.90794563293457,1761555
2001-03-26,22.377820412316023,22.612759028827444,21.849210365396367,21.90794563293457,1045694
2001-03-27,22.201619055592943,23.37630978991889,22.025415690808213,23.0826358795166,2309795
2001-03-28,21.261875116750414,21.73175006435636,20.4395921182083,20.55706024169922,1853270
2001-03-29,20.674529592011275,22.08415688847139,20.263388706150785,20.55706024169922,1766414
2001-03-30,20.96820031296684,21.14440369756019,19.9697128311766,20.3808536529541,3266169
2001-04-02,19.558577309697448,19.79351481054875,18.73629421648598,18.853763580322266,1364029
2001-04-03,19.08869415255147,19.08869415255147,17.796535382877337,18.090208053588867,1959496
2001-04-04,19.26490491362852,19.61731053637214,18.03148094015157,18.31046867370605,3455760
2001-04-05,20.08718007959872,21.55554105662783,19.91097671328239,21.320602416992188,2590964
2001-04-06,20.175282058103697,20.43958711144736,19.49983621961017,19.734773635864254,1217695
2001-04-09,20.336212672874016,20.48657305140604,19.405860514377505,19.838144302368164,920852
2001-04-10,20.20465699996716,21.2853712230056,20.167065969246377,21.19139671325684,2212740
2001-04-11,22.648011017453516,22.77017787790732,22.01837690629117,22.27210807800293,3453980
2001-04-12,21.95258730082435,23.58775300040419,21.614276733042026,23.5407657623291,2002068
2001-04-16,22.63860924797877,23.249445887363635,22.29090118091389,22.601016998291016,1484902
2001-04-17,21.0598265612392,22.084155913798583,20.7027210279452,21.66126823425293,2495964
2001-04-18,23.099088993357405,25.204132502475662,22.93932989068165,24.461729049682617,4766540
2001-04-19,24.19859020773191,25.608217059992167,23.86027966504379,25.58002471923828,5501633
2001-04-20,25.24171887271165,25.69279886233767,24.715456840113006,25.335693359375,5020879
2001-04-23,24.21738002956907,24.386534038665392,23.86967211278565,24.142200469970703,3966219
