Date,Open,High,Low,Close,Volume
1999-07-01,1187.85,1197.0,1179.3,1183.2,36948339
1999-07-02,1183.65,1204.15,1183.65,1197.85,51739331
1999-07-05,1197.95,1232.4,1197.95,1230.25,55952520
1999-07-06,1230.3,1246.4,1230.3,1241.25,46084967
1999-07-07,1241.65,1255.75,1238.15,1243.7,59196355
1999-07-08,1243.9,1251.15,1238.4,1244.05,56923181
1999-07-09,1244.4,1260.7,1244.4,1254.0,65222034
1999-07-12,1254.1,1318.05,1254.1,1315.35,66689438
1999-07-13,1315.75,1338.15,1315.75,1321.45,69956411
1999-07-14,1322.9,1341.1,1306.2,1335.15,62491537
1999-07-15,1335.55,1367.95,1310.45,1317.7,71343991
1999-07-16,1318.3,1331.75,1312.3,1324.25,47853260
1999-07-19,1325.35,1357.85,1325.35,1349.6,47690607
1999-07-20,1349.6,1350.35,1310.85,1314.7,50203194
1999-07-21,1314.8,1346.65,1302.8,1340.15,40166722
1999-07-22,1339.05,1358.25,1337.55,1349.2,43138275
1999-07-23,1350.0,1367.3,1339.6,1342.95,38453827
1999-07-26,1342.6,1342.6,1314.8,1326.15,30647841
1999-07-27,1325.4,1327.0,1304.4,1309.85,40019741
1999-07-28,1309.75,1337.0,1309.75,1320.1,40245151
1999-07-29,1320.75,1329.75,1312.55,1325.7,46817455
1999-07-30,1325.55,1325.55,1302.5,1310.15,34290200
1999-08-02,1309.85,1310.8,1282.85,1289.6,25884347
1999-08-03,1289.2,1290.8,1277.85,1285.05,39013261
1999-08-04,1285.9,1329.3,1285.9,1326.4,43239315
1999-08-05,1326.75,1345.85,1317.5,1323.3,33019385
1999-08-06,1323.15,1326.0,1315.15,1316.8,30085971
1999-08-09,1316.9,1332.9,1312.8,1327.75,37619856
1999-08-10,1328.15,1328.4,1305.85,1309.75,33652918
1999-08-11,1308.75,1328.2,1295.2,1315.3,34507359
1999-08-12,1315.9,1321.55,1308.05,1309.5,27260405
1999-08-13,1309.7,1317.1,1290.3,1291.85,26029321
1999-08-16,1292.35,1314.15,1292.35,1309.9,34650361
1999-08-17,1310.3,1327.9,1310.3,1322.7,34956222
1999-08-18,1326.0,1371.9,1326.0,1363.35,46823761
1999-08-19,1363.5,1375.45,1341.55,1345.0,43346181
